Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Jason Witten,TE,5100,Dal@TB 01:00PM ET,11.913,Dal,8.5,17.8,9.87,16.9,10.87,14.79,9.297,12.5752857143,17.8,8.5,9.3,0.739545821169
Teddy Bridgewater,QB,5100,Min@Oak 04:05PM ET,13.638,Min,14.0,17.3,15.11,18.3,15.292,16.532,16.1512,16.0978857143,18.3,14.0,4.3,0.267115823551
Stefon Diggs,WR,5100,Min@Oak 04:05PM ET,18.6,Min,19.5,20.4,13.52,19.2,15.58,12.8,13.39,16.3414285714,20.4,12.8,7.6,0.465075618498
Mike Vick,QB,5000,Cle@Pit 01:00PM ET,6.348,Pit,,,,,,,,,,,,
Josh McCown,QB,5000,Cle@Pit 01:00PM ET,19.64,Cle,,17.94,,18.94,,16.784,15.945,17.40225,18.94,15.945,2.995,0.17210418193
Matt Cassel,QB,5000,Dal@TB 01:00PM ET,10.83,Dal,13.4,16.6,12.88,15.6,14.886,19.31,9.3288,14.5721142857,19.31,9.3288,9.9812,0.684952080686
Charlie Whitehurst,QB,5000,Car@Ten 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Tarvaris Jackson,QB,5000,Ari@Sea 08:30PM ET,0.0,Sea,,,,,,,,,,,,
Derek Anderson,QB,5000,Car@Ten 01:00PM ET,0.0,Car,,,,,,,,,,,,
Dan Orlovsky,QB,5000,Det@GB 01:00PM ET,3.68,Det,,,,,,,,,,,,
Matt Moore,QB,5000,Mia@Phi 01:00PM ET,0.36,Mia,,,,,,,,,,,,
Drew Stanton,QB,5000,Ari@Sea 08:30PM ET,-0.1,Ari,,,,,,,,,,,,
Alex Smith,QB,5000,KC@Den 04:25PM ET,17.87,KC,16.4,16.94,14.31,17.94,15.25,15.686,10.8038,15.3328285714,17.94,10.8038,7.1362,0.465419669095
Matt Schaub,QB,5000,Jax@Bal 01:00PM ET,0.0,Bal,,,,,,,,,,,,
Luke McCown,QB,5000,NO@Was 01:00PM ET,1.925,NO,,,,,,,,,,,,
Chad Henne,QB,5000,Jax@Bal 01:00PM ET,0.0,Jax,,,,,,,1.0086,1.0086,1.0086,1.0086,0.0,0.0
Josh Johnson,QB,5000,Buf@NYJ 08:25PM ET,0.0,Buf,,,,,,,,,,,,
Joe Webb,QB,5000,Car@Ten 01:00PM ET,-0.013,Car,,,,,,,,,,,,
Mark Sanchez,QB,5000,Mia@Phi 01:00PM ET,0.0,Phi,,,,,,,,,,,,
Chase Daniel,QB,5000,KC@Den 04:25PM ET,0.16,KC,,,,,,,,,,,,
Colt McCoy,QB,5000,NO@Was 01:00PM ET,0.0,Was,,,,,,,,,,,,
T.J. Yates,QB,5000,Hou@Cin 08:30PM ET,0.0,Hou,,,,,,,,,,,,
Scott Tolzien,QB,5000,Det@GB 01:00PM ET,0.0,GB,,,,,,,,,,,,
Thaddeus Lewis,QB,5000,Mia@Phi 01:00PM ET,0.0,Phi,,,,,,,,,,,,
Case Keenum,QB,5000,Chi@StL 01:00PM ET,0.0,StL,,,,,,,,,,,,
Jimmy Clausen,QB,5000,Chi@StL 01:00PM ET,3.58,Chi,,,,,,,,,,,,
Kellen Moore,QB,5000,Dal@TB 01:00PM ET,0.0,Dal,,,,,,,,,,,,
Brandon Weeden,QB,5000,Dal@TB 01:00PM ET,9.63,Dal,,,,,,,,,,,,
Austin Davis,QB,5000,Cle@Pit 01:00PM ET,0.0,Cle,,,,,,,,,,,,
Nick Foles,QB,5000,Chi@StL 01:00PM ET,11.265,StL,11.2,17.64,16.98,18.64,12.698,17.132,12.2568,15.2209714286,18.64,11.2,7.44,0.4887992882
Robert Griffin III,QB,5000,NO@Was 01:00PM ET,0.0,Was,,,,,,,,,,,,
EJ Manuel,QB,5000,Buf@NYJ 08:25PM ET,10.56,Buf,,,,,,,,,,,,
Mike Glennon,QB,5000,Dal@TB 01:00PM ET,0.0,TB,,,,,,,,,,,,
Ryan Nassib,QB,5000,NE@NYG 04:25PM ET,0.0,NYG,,,,,,,,,,,,
Ryan Griffin,QB,5000,Dal@TB 01:00PM ET,0.0,TB,,,,,5.9,,,5.9,5.9,5.9,0.0,0.0
Matt McGloin,QB,5000,Min@Oak 04:05PM ET,11.68,Oak,,,,,,,,,,,,
Matt Barkley,QB,5000,Ari@Sea 08:30PM ET,0.0,Ari,,,,,,,,,,,,
Zach Mettenberger,QB,5000,Car@Ten 01:00PM ET,4.185,Ten,,,,,,,,,,,,
Aaron Murray,QB,5000,KC@Den 04:25PM ET,0.0,KC,,,,,,,,,,,,
Brock Osweiler,QB,5000,KC@Den 04:25PM ET,0.0,Den,,,,,,,,,,,,
Bryce Petty,QB,5000,Buf@NYJ 08:25PM ET,0.0,NYJ,,,,,,,,,,,,
AJ McCarron,QB,5000,Hou@Cin 08:30PM ET,-0.2,Cin,,,,,,,,,,,,
Geno Smith,QB,5000,Buf@NYJ 08:25PM ET,21.0,NYJ,,12.66,,14.66,,,,13.66,14.66,12.66,2.0,0.146412884334
Garrett Grayson,QB,5000,NO@Was 01:00PM ET,0.0,NO,,,,,,,,,,,,
Trevor Siemian,QB,5000,KC@Den 04:25PM ET,0.0,Den,,,,,,,,,,,,
Jimmy Garoppolo,QB,5000,NE@NYG 04:25PM ET,-0.125,NE,,,,,,,,,,,,
Sean Mannion,QB,5000,Chi@StL 01:00PM ET,0.0,StL,,,,,,,,,,,,
Brett Hundley,QB,5000,Det@GB 01:00PM ET,0.0,GB,,,,,,,,,,,,
Johnny Manziel,QB,5000,Cle@Pit 01:00PM ET,8.548,Cle,14.3,,14.67,,17.668,,1.6112,12.0623,17.668,1.6112,16.0568,1.33115574973
Taylor Heinicke,QB,5000,Min@Oak 04:05PM ET,0.0,Min,,,,,,,,,,,,
Sammy Watkins,WR,5000,Buf@NYJ 08:25PM ET,14.3,Buf,11.0,16.2,12.43,15.2,12.0,12.79,15.267,13.5552857143,16.2,11.0,5.2,0.383614193725
Jameis Winston,QB,5000,Dal@TB 01:00PM ET,17.423,TB,15.1,14.28,18.04,16.28,13.038,19.504,17.5624,16.2577714286,19.504,13.038,6.466,0.397717487197
James Starks,RB,4900,Det@GB 01:00PM ET,11.138,GB,16.0,9.2,15.75,10.1,14.04,10.11,7.267,11.781,16.0,7.267,8.733,0.741278329514
Darren McFadden,RB,4900,Dal@TB 01:00PM ET,12.725,Dal,20.5,14.2,12.89,13.5,18.64,19.4,18.0688,16.7426857143,20.5,12.89,7.61,0.454526838159
Jimmy Graham,TE,4900,Ari@Sea 08:30PM ET,12.25,Sea,16.0,22.6,12.05,21.3,12.22,10.33,10.278,14.9682857143,22.6,10.278,12.322,0.823207161809
LeGarrette Blount,RB,4900,NE@NYG 04:25PM ET,12.771,NE,14.0,11.4,15.24,12.2,12.88,11.13,15.677,13.2181428571,15.677,11.13,4.547,0.343996887395
Willie Snead,WR,4900,NO@Was 01:00PM ET,13.733,NO,19.0,12.6,13.01,10.3,11.94,9.17,13.689,12.8155714286,19.0,9.17,9.83,0.76703563745
Gary Barnidge,TE,4800,Cle@Pit 01:00PM ET,16.356,Cle,10.5,19.4,11.0,19.7,12.31,11.27,13.654,13.9762857143,19.7,10.5,9.2,0.658257865364
Pierre Garcon,WR,4800,NO@Was 01:00PM ET,12.625,Was,10.5,16.0,13.09,15.0,12.17,11.81,10.9224,12.7846285714,16.0,10.5,5.5,0.430204129066
Travis Kelce,TE,4800,KC@Den 04:25PM ET,14.475,KC,18.0,16.4,11.88,16.2,11.57,11.38,11.941,13.9101428571,18.0,11.38,6.62,0.475911719095
Tavon Austin,WR,4800,Chi@StL 01:00PM ET,14.963,StL,17.5,8.2,9.8,8.3,11.94,10.13,9.133,10.7147142857,17.5,8.2,9.3,0.867965281389
Jeremy Langford,RB,4800,Chi@StL 01:00PM ET,6.288,Chi,20.5,20.2,14.24,20.4,14.23,14.09,13.262,16.7031428571,20.5,13.262,7.238,0.433331622791
T.J. Yeldon,RB,4800,Jax@Bal 01:00PM ET,13.7,Jax,15.0,15.5,12.37,16.0,12.92,13.28,14.629,14.2427142857,16.0,12.37,3.63,0.254867150122
Charcandrick West,RB,4800,KC@Den 04:25PM ET,7.213,KC,13.0,8.1,11.08,7.7,13.06,11.16,11.8142,10.8448857143,13.06,7.7,5.36,0.494242183939
Delanie Walker,TE,4700,Car@Ten 01:00PM ET,15.371,Ten,18.0,18.8,8.43,17.4,12.27,7.65,10.186,13.248,18.8,7.65,11.15,0.84163647343
Vincent Jackson,WR,4700,Dal@TB 01:00PM ET,11.65,TB,,,12.49,,,,,12.49,12.49,12.49,0.0,0.0
Martellus Bennett,TE,4700,Chi@StL 01:00PM ET,12.638,Chi,10.5,19.6,11.43,18.8,13.45,11.09,11.511,13.7687142857,19.6,10.5,9.1,0.660918645791
Kendall Wright,WR,4700,Car@Ten 01:00PM ET,12.2,Ten,,,10.19,,,,9.729,9.9595,10.19,9.729,0.461,0.0462874642301
Giovani Bernard,RB,4700,Hou@Cin 08:30PM ET,12.825,Cin,16.0,16.9,12.05,17.0,13.34,14.36,10.417,14.2952857143,17.0,10.417,6.583,0.460501464019
Rishard Matthews,WR,4700,Mia@Phi 01:00PM ET,15.3,Mia,13.5,15.6,9.09,14.8,12.86,11.86,9.529,12.4627142857,15.6,9.09,6.51,0.522358119648
Chris Johnson,RB,4600,Ari@Sea 08:30PM ET,13.275,Ari,8.0,6.4,9.93,7.2,9.08,13.42,12.281,9.473,13.42,6.4,7.02,0.741053520532
Golden Tate,WR,4600,Det@GB 01:00PM ET,10.513,Det,10.0,11.6,11.42,10.9,12.23,12.95,10.2002,11.3286,12.95,10.0,2.95,0.260402874142
Jordan Reed,TE,4600,NO@Was 01:00PM ET,16.3,Was,18.5,16.8,13.2,16.4,13.47,11.56,11.325,14.465,18.5,11.325,7.175,0.49602488766
Kamar Aiken,WR,4500,Jax@Bal 01:00PM ET,8.663,Bal,19.0,0.6,10.28,3.3,12.15,15.35,10.364,10.1491428571,19.0,0.6,18.4,1.81296098193
Nate Washington,WR,4400,Hou@Cin 08:30PM ET,15.183,Hou,11.5,4.8,10.36,4.4,12.36,10.58,10.91,9.27285714286,12.36,4.4,7.96,0.858419349869
Benjamin Watson,TE,4300,NO@Was 01:00PM ET,13.244,NO,,10.6,9.48,12.3,9.73,10.97,13.552,11.1053333333,13.552,9.48,4.072,0.366670668748
Jonathan Stewart,RB,4300,Car@Ten 01:00PM ET,11.05,Car,8.5,15.5,10.74,16.1,12.61,17.58,13.185,13.4592857143,17.58,8.5,9.08,0.674627182508
Shane Vereen,RB,4300,NE@NYG 04:25PM ET,11.144,NYG,9.5,7.9,10.36,8.1,10.58,6.52,8.373,8.76185714286,10.58,6.52,4.06,0.463372083544
Marvin Jones,WR,4300,Hou@Cin 08:30PM ET,11.4,Cin,10.0,18.0,10.27,17.0,11.12,9.85,7.961,12.0287142857,18.0,7.961,10.039,0.834586287574
Davante Adams,WR,4200,Det@GB 01:00PM ET,7.66,GB,18.0,14.8,10.02,14.4,12.52,14.77,9.1986,13.3869428571,18.0,9.1986,8.8014,0.657461535014
Breshad Perriman,WR,4200,Jax@Bal 01:00PM ET,0.0,Bal,,,,,,,,,,,,
Brandon LaFell,WR,4100,NE@NYG 04:25PM ET,10.467,NE,17.5,17.2,11.74,16.7,15.01,14.97,13.005,15.1607142857,17.5,11.74,5.76,0.379929328622
Charles Clay,TE,4100,Buf@NYJ 08:25PM ET,10.7,Buf,16.0,14.0,9.78,15.0,9.19,10.46,10.128,12.0797142857,16.0,9.19,6.81,0.563755055701
Victor Cruz,WR,4000,NE@NYG 04:25PM ET,0.0,NYG,,,,,,,,,,,,
Danny Amendola,WR,4000,NE@NYG 04:25PM ET,9.813,NE,6.0,7.6,8.56,7.8,9.33,10.28,9.31,8.41142857143,10.28,6.0,4.28,0.508831521739
Ronnie Hillman,RB,4000,KC@Den 04:25PM ET,9.575,Den,8.0,15.9,14.09,15.5,8.99,12.16,7.294,11.7048571429,15.9,7.294,8.606,0.735250323431
Alfred Blue,RB,4000,Hou@Cin 08:30PM ET,6.225,Hou,6.0,5.8,9.08,6.0,9.14,10.98,6.9666,7.70951428571,10.98,5.8,5.18,0.671897062257
Duke Johnson Jr.,RB,4000,Cle@Pit 01:00PM ET,11.311,Cle,10.0,9.4,10.77,9.3,9.81,11.03,8.802,9.87314285714,11.03,8.802,2.228,0.225662692441
Cardinals ,DST,3900,Ari@Sea 08:30PM ET,10.125,Ari,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0
Rueben Randle,WR,3900,NE@NYG 04:25PM ET,11.044,NYG,15.5,10.0,10.43,9.0,10.82,9.23,10.262,10.7488571429,15.5,9.0,6.5,0.604715451477
Rashad Jennings,RB,3800,NE@NYG 04:25PM ET,8.956,NYG,8.0,3.6,9.42,3.9,7.02,8.26,9.21,7.05857142857,9.42,3.6,5.82,0.82452944748
Michael Floyd,WR,3800,Ari@Sea 08:30PM ET,9.113,Ari,17.5,7.4,8.9,7.7,9.99,9.49,10.234,10.1734285714,17.5,7.4,10.1,0.992782318084
Terrance Williams,WR,3800,Dal@TB 01:00PM ET,8.625,Dal,8.0,7.4,8.44,6.7,7.52,9.4,8.687,8.021,9.4,6.7,2.7,0.336616381997
Marquess Wilson,WR,3800,Chi@StL 01:00PM ET,7.088,Chi,6.5,4.2,5.88,4.1,6.67,9.86,5.327,6.07671428571,9.86,4.1,5.76,0.947880668594
Karlos Williams,RB,3800,Buf@NYJ 08:25PM ET,17.04,Buf,6.5,9.3,7.84,10.1,5.41,4.89,7.994,7.43342857143,10.1,4.89,5.21,0.700887881001
C.J. Anderson,RB,3800,KC@Den 04:25PM ET,8.3,Den,9.0,5.0,11.53,5.1,11.17,12.81,6.305,8.70214285714,12.81,5.0,7.81,0.897480095215
Percy Harvin,WR,3700,Buf@NYJ 08:25PM ET,9.98,Buf,,,,,,,,,,,,
Mike Wallace,WR,3700,Min@Oak 04:05PM ET,7.825,Min,7.0,19.4,9.9,17.8,10.89,10.8,8.226,12.0022857143,19.4,7.0,12.4,1.03313654542
Andre Ellington,RB,3700,Ari@Sea 08:30PM ET,8.24,Ari,4.0,7.0,7.44,7.4,7.14,6.34,4.093,6.20185714286,7.44,4.0,3.44,0.554672563518
Julius Thomas,TE,3700,Jax@Bal 01:00PM ET,7.65,Jax,10.0,15.8,9.66,15.9,8.92,7.87,9.524,11.0962857143,15.9,7.87,8.03,0.723665576641
Antonio Andrews,RB,3700,Car@Ten 01:00PM ET,10.0,Ten,7.0,12.6,10.63,13.2,11.94,6.76,12.827,10.7081428571,13.2,6.76,6.44,0.601411475913
Rams ,DST,3600,Chi@StL 01:00PM ET,11.0,StL,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,0.0,0.0
Darren Sproles,RB,3600,Mia@Phi 01:00PM ET,8.35,Phi,5.0,11.0,9.17,12.1,7.55,8.22,6.928,8.56685714286,12.1,5.0,7.1,0.828775346852
Dwayne Harris,WR,3600,NE@NYG 04:25PM ET,7.367,NYG,6.5,2.8,5.25,2.4,7.71,3.87,4.071,4.65728571429,7.71,2.4,5.31,1.14014907518
Kenny Britt,WR,3600,Chi@StL 01:00PM ET,6.888,StL,7.0,7.7,8.79,5.9,6.98,11.82,8.527,8.10242857143,11.82,5.9,5.92,0.730645132853
Marlon Brown,WR,3600,Jax@Bal 01:00PM ET,2.95,Bal,5.0,7.2,5.13,6.6,7.71,8.56,3.287,6.21242857143,8.56,3.287,5.273,0.848782394739
Robert Woods,WR,3600,Buf@NYJ 08:25PM ET,8.313,Buf,9.0,7.6,9.06,7.8,10.9,9.93,8.811,9.01442857143,10.9,7.6,3.3,0.366079776866
Seahawks ,DST,3500,Ari@Sea 08:30PM ET,11.125,Sea,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,0.0,0.0
Marcel Reece,RB,3500,Min@Oak 04:05PM ET,7.638,Oak,4.0,1.6,6.38,2.0,5.41,5.35,2.825,3.93785714286,6.38,1.6,4.78,1.21385815346
Taiwan Jones,RB,3500,Min@Oak 04:05PM ET,4.683,Oak,4.0,,4.91,,3.47,1.36,4.271,3.6022,4.91,1.36,3.55,0.985508855699
Ryan Mathews,RB,3500,Mia@Phi 01:00PM ET,11.7,Phi,5.5,9.0,10.55,8.5,8.48,5.82,7.907,7.96528571429,10.55,5.5,5.05,0.634001111968
Charles Sims,RB,3500,Dal@TB 01:00PM ET,10.275,TB,9.0,7.1,10.83,7.4,9.88,6.49,7.95,8.37857142857,10.83,6.49,4.34,0.517988064791
Chris Hogan,WR,3500,Buf@NYJ 08:25PM ET,6.958,Buf,6.5,3.0,6.68,2.5,8.14,6.09,5.309,5.45985714286,8.14,2.5,5.64,1.03299406055
Jamison Crowder,WR,3500,NO@Was 01:00PM ET,9.3,Was,6.0,10.8,7.44,10.6,9.96,9.87,10.131,9.25728571429,10.8,6.0,4.8,0.518510516813
Thomas Rawls,RB,3500,Ari@Sea 08:30PM ET,6.675,Sea,1.5,3.9,4.62,3.8,2.23,2.77,1.921,2.963,4.62,1.5,3.12,1.05298683766
Devin Funchess,WR,3500,Car@Ten 01:00PM ET,4.013,Car,6.0,5.4,5.43,4.7,4.81,6.71,2.588,5.09114285714,6.71,2.588,4.122,0.809641394018
Broncos ,DST,3400,KC@Den 04:25PM ET,14.875,Den,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,0.0,0.0
Marques Colston,WR,3400,NO@Was 01:00PM ET,9.513,NO,6.0,17.8,10.4,16.9,8.57,12.97,7.498,11.4482857143,17.8,6.0,11.8,1.03072200454
Eddie Royal,WR,3400,Chi@StL 01:00PM ET,8.167,Chi,,,,,,,8.275,8.275,8.275,8.275,0.0,0.0
Ted Ginn Jr.,WR,3400,Car@Ten 01:00PM ET,9.95,Car,9.5,9.4,7.34,7.7,9.28,7.44,10.219,8.697,10.219,7.34,2.879,0.331033689778
Doug Baldwin,WR,3400,Ari@Sea 08:30PM ET,9.688,Sea,8.5,19.9,9.49,19.0,8.87,10.92,7.2,11.9828571429,19.9,7.2,12.7,1.05984740105
David Johnson,RB,3400,Ari@Sea 08:30PM ET,10.088,Ari,6.0,6.8,5.45,7.1,5.26,3.53,5.93,5.72428571429,7.1,3.53,3.57,0.623658597454
Jamize Olawale,RB,3400,Min@Oak 04:05PM ET,2.5,Oak,,,2.62,,,0.03,,1.325,2.62,0.03,2.59,1.95471698113
Ameer Abdullah,RB,3400,Det@GB 01:00PM ET,7.225,Det,3.0,5.1,8.21,5.0,5.89,3.02,8.874,5.58485714286,8.874,3.0,5.874,1.05177265053
Isaiah Crowell,RB,3400,Cle@Pit 01:00PM ET,8.256,Cle,7.0,6.5,9.13,6.7,6.55,7.8,6.244,7.132,9.13,6.244,2.886,0.404655075715
Nelson Agholor,WR,3400,Mia@Phi 01:00PM ET,3.5,Phi,2.0,4.8,6.11,4.4,7.27,5.4,6.5014,5.21162857143,7.27,2.0,5.27,1.01120022806
Bengals ,DST,3300,Hou@Cin 08:30PM ET,7.75,Cin,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0
Panthers ,DST,3300,Car@Ten 01:00PM ET,9.75,Car,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,0.0,0.0
Bryan Walters,WR,3300,Jax@Bal 01:00PM ET,8.314,Jax,4.5,4.4,6.09,4.2,,8.71,1.153,4.84216666667,8.71,1.153,7.557,1.56066499157
Dexter McCluster,RB,3300,Car@Ten 01:00PM ET,8.088,Ten,9.0,8.7,6.74,10.1,9.32,4.4,6.212,7.78171428571,10.1,4.4,5.7,0.732486415039
Alfred Morris,RB,3300,NO@Was 01:00PM ET,5.388,Was,3.0,11.6,8.86,12.1,5.74,5.64,6.371,7.61585714286,12.1,3.0,9.1,1.19487535405
Theo Riddick,RB,3300,Det@GB 01:00PM ET,11.763,Det,12.0,5.4,9.99,5.8,11.08,5.84,8.498,8.37257142857,12.0,5.4,6.6,0.788288288288
Javorius Allen,RB,3300,Jax@Bal 01:00PM ET,3.588,Bal,4.0,4.0,4.56,4.0,5.97,4.56,5.515,4.65785714286,5.97,4.0,1.97,0.422941266677
Eric Ebron,TE,3300,Det@GB 01:00PM ET,11.7,Det,15.0,14.8,10.18,14.4,10.59,8.66,7.449,11.5827142857,15.0,7.449,7.551,0.651919732606
Matt Jones,RB,3300,NO@Was 01:00PM ET,8.929,Was,6.0,11.5,8.52,13.6,13.79,8.41,7.424,9.892,13.79,6.0,7.79,0.78750505459
Packers ,DST,3200,Det@GB 01:00PM ET,7.875,GB,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,0.0,0.0
Patriots ,DST,3200,NE@NYG 04:25PM ET,8.75,NE,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,0.0,0.0
Harry Douglas,WR,3200,Car@Ten 01:00PM ET,5.8,Ten,8.0,9.6,4.77,8.8,9.95,10.67,3.805,7.94214285714,10.67,3.805,6.865,0.864376292832
Jerricho Cotchery,WR,3200,Car@Ten 01:00PM ET,6.333,Car,4.0,4.6,6.9,4.3,5.19,9.6,5.955,5.79214285714,9.6,4.0,5.6,0.966826982365
Chris Polk,RB,3200,Hou@Cin 08:30PM ET,5.175,Hou,4.5,1.7,7.8,2.3,5.98,5.43,7.918,5.08971428571,7.918,1.7,6.218,1.22167957786
Chris Givens,WR,3200,Jax@Bal 01:00PM ET,2.871,Bal,9.5,7.6,6.19,6.8,9.24,10.14,4.212,7.66885714286,10.14,4.212,5.928,0.772996535151
Knile Davis,RB,3200,KC@Den 04:25PM ET,1.938,KC,,3.5,4.83,3.7,2.56,3.69,,3.656,4.83,2.56,2.27,0.620897155361
Chris Thompson,RB,3200,NO@Was 01:00PM ET,8.586,Was,7.5,3.1,7.84,4.0,9.93,6.25,7.591,6.60157142857,9.93,3.1,6.83,1.034602151
Joique Bell,RB,3200,Det@GB 01:00PM ET,5.68,Det,4.0,5.1,7.55,6.2,6.79,10.94,8.3,6.98285714286,10.94,4.0,6.94,0.993862520458
Orleans Darkwa,RB,3200,NE@NYG 04:25PM ET,1.711,NYG,2.5,1.6,5.0,1.5,2.29,0.7,5.851,2.77728571429,5.851,0.7,5.151,1.85468854483
Adam Humphries,WR,3200,Dal@TB 01:00PM ET,3.66,TB,2.5,,,,6.0,7.05,,5.18333333333,7.05,2.5,4.55,0.877813504823
Dorial Green-Beckham,WR,3200,Car@Ten 01:00PM ET,5.263,Ten,9.0,5.6,5.76,4.8,8.98,6.83,7.88,6.97857142857,9.0,4.8,4.2,0.601842374616
Jermaine Kearse,WR,3100,Ari@Sea 08:30PM ET,7.6,Sea,6.0,5.1,7.03,4.6,6.85,8.98,7.85,6.63,8.98,4.6,4.38,0.660633484163
Justin Hunter,WR,3100,Car@Ten 01:00PM ET,5.713,Ten,9.5,5.6,4.03,4.8,6.9,9.56,7.471,6.83728571429,9.56,4.03,5.53,0.808800484737
Kenny Stills,WR,3100,Mia@Phi 01:00PM ET,6.238,Mia,4.5,7.8,5.86,6.9,7.37,8.71,5.271,6.63014285714,8.71,4.5,4.21,0.634978776583
Corey Brown,WR,3100,Car@Ten 01:00PM ET,7.425,Car,,6.4,5.66,6.4,6.52,3.39,,5.674,6.52,3.39,3.13,0.55163905534
Jets ,DST,3000,Buf@NYJ 08:25PM ET,7.875,NYJ,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,0.0,0.0
Steelers ,DST,3000,Cle@Pit 01:00PM ET,7.667,Pit,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,0.0,0.0
Heath Miller,TE,3000,Cle@Pit 01:00PM ET,7.944,Pit,8.0,10.6,8.42,11.3,5.53,10.71,12.344,9.55771428571,12.344,5.53,6.814,0.712931962215
Greg Jennings,WR,3000,Mia@Phi 01:00PM ET,2.55,Mia,2.5,7.0,3.38,7.5,2.97,3.03,1.454,3.97628571429,7.5,1.454,6.046,1.5205144787
Lance Moore,WR,3000,Det@GB 01:00PM ET,8.463,Det,4.0,1.4,4.84,1.7,5.91,6.91,5.045,4.25785714286,6.91,1.4,5.51,1.2940781748
Jason Avant,WR,3000,KC@Den 04:25PM ET,1.95,KC,,5.2,3.97,5.6,1.83,1.42,2.509,3.4215,5.6,1.42,4.18,1.22168639486
Miles Austin,WR,3000,Mia@Phi 01:00PM ET,4.9,Phi,5.0,3.0,4.4,2.5,2.01,0.23,3.435,2.93928571429,5.0,0.23,4.77,1.62284325638
Andre Caldwell,WR,3000,KC@Den 04:25PM ET,1.388,Den,4.5,5.6,2.74,4.8,2.71,0.22,2.6,3.31,5.6,0.22,5.38,1.6253776435
Dwayne Bowe,WR,3000,Cle@Pit 01:00PM ET,1.525,Cle,,1.6,,1.8,,0.55,,1.31666666667,1.8,0.55,1.25,0.949367088608
Tyler Clutts,RB,3000,Dal@TB 01:00PM ET,0.175,Dal,,,1.73,,,,,1.73,1.73,1.73,0.0,0.0
Matthew Slater,WR,3000,NE@NYG 04:25PM ET,0.0,NE,,,,,,,,,,,,
Jerome Felton,RB,3000,Buf@NYJ 08:25PM ET,0.025,Buf,,,1.07,,,0.03,,0.55,1.07,0.03,1.04,1.89090909091
Tim Hightower,RB,3000,NO@Was 01:00PM ET,0.0,NO,,,,,,,1.635,1.635,1.635,1.635,0.0,0.0
Marcus Thigpen,WR,3000,Min@Oak 04:05PM ET,-0.2,Oak,,,,,,,,,,,,
Cedric Peerman,RB,3000,Hou@Cin 08:30PM ET,0.0,Cin,,0.6,,0.5,,0.07,1.429,0.64975,1.429,0.07,1.359,2.09157368219
Mike Tolbert,RB,3000,Car@Ten 01:00PM ET,4.738,Car,3.0,4.3,4.93,4.8,3.36,2.86,4.158,3.91542857143,4.93,2.86,2.07,0.528677758319
Andrew Hawkins,WR,3000,Cle@Pit 01:00PM ET,6.1,Cle,6.0,8.1,6.06,7.1,6.57,10.82,5.033,7.09757142857,10.82,5.033,5.787,0.815349314655
Darrius Heyward-Bey,WR,3000,Cle@Pit 01:00PM ET,5.544,Pit,,9.2,5.68,7.6,2.33,0.66,,5.094,9.2,0.66,8.54,1.67648213585
John Kuhn,RB,3000,Det@GB 01:00PM ET,1.525,GB,,0.4,2.94,0.3,,2.19,1.551,1.4762,2.94,0.3,2.64,1.78837555887
Seyi Ajirotutu,WR,3000,Mia@Phi 01:00PM ET,0.0,Phi,,,,,,,,,,,,
Marlon Moore,WR,3000,Cle@Pit 01:00PM ET,0.313,Cle,,,,,,,,,,,,
Brandon Tate,WR,3000,Hou@Cin 08:30PM ET,1.738,Cin,,,,,,0.84,4.0694,2.4547,4.0694,0.84,3.2294,1.31559864749
Darrel Young,RB,3000,NO@Was 01:00PM ET,0.388,Was,,,2.23,,,,,2.23,2.23,2.23,0.0,0.0
Antone Smith,RB,3000,Chi@StL 01:00PM ET,0.55,Chi,,,3.07,,1.02,,,2.045,3.07,1.02,2.05,1.00244498778
Brian Hartline,WR,3000,Cle@Pit 01:00PM ET,5.775,Cle,,5.6,7.79,5.8,6.19,4.76,4.335,5.74583333333,7.79,4.335,3.455,0.601305293691
Jorvorskie Lane,RB,3000,Dal@TB 01:00PM ET,0.188,TB,,,,,,0.14,,0.14,0.14,0.14,0.0,0.0
Jordan Norwood,WR,3000,KC@Den 04:25PM ET,3.167,Den,,3.8,3.47,3.9,,2.67,,3.46,3.9,2.67,1.23,0.35549132948
Marc Mariani,WR,3000,Chi@StL 01:00PM ET,0.9,Chi,,,3.04,,6.1,4.82,,4.65333333333,6.1,3.04,3.06,0.657593123209
