,Unnamed: 0,player,nfl,dk_name
0,0,Aaron Rodgers,28.94,Aaron Rodgers
1,1,Eddie Lacy,28.5,Eddie Lacy
2,2,Tom Brady,23.54,Tom Brady
3,3,Le'Veon Bell,24.3,Le'Veon Bell
4,4,Matt Ryan,23.4,NaN
5,5,Devonta Freeman,23.0,NaN
6,6,Drew Brees,23.1,NaN
7,7,Matt Forte,23.3,Matt Forte
8,8,Carson Palmer,22.58,Carson Palmer
9,9,Russell Wilson,19.4,Russell Wilson
10,10,Andrew Luck,19.2,Andrew Luck
11,11,Marcus Mariota,18.72,Marcus Mariota
12,12,Ryan Tannehill,18.62,Ryan Tannehill
13,13,Teddy Bridgewater,18.38,Teddy Bridgewater
14,14,Philip Rivers,18.28,Philip Rivers
15,15,Julio Jones,31.3,NaN
16,16,Joe Flacco,18.06,Joe Flacco
17,17,Adrian Peterson,22.5,Adrian Peterson
18,18,Josh McCown,17.52,Josh McCown
19,19,Eli Manning,17.5,Eli Manning
20,20,Sam Bradford,17.34,Sam Bradford
21,21,Andy Dalton,17.2,Andy Dalton
22,22,Dion Lewis,19.7,Dion Lewis
23,23,Antonio Brown,26.0,Antonio Brown
24,24,Alex Smith,17.04,Alex Smith
25,25,Odell Beckham,25.6,Odell Beckham Jr.
26,26,Jay Cutler,17.0,Jay Cutler
27,27,Blake Bortles,16.98,Blake Bortles
28,28,Demaryius Thomas,25.6,Demaryius Thomas
29,29,Justin Forsett,17.6,Justin Forsett
30,30,Ryan Fitzpatrick,16.52,Ryan Fitzpatrick
31,31,DeAndre Hopkins,23.8,DeAndre Hopkins
32,32,Rob Gronkowski,23.4,Rob Gronkowski
33,33,LeSean McCoy,16.1,LeSean McCoy
34,34,Alshon Jeffery,23.0,Alshon Jeffery
35,35,Emmanuel Sanders,22.9,Emmanuel Sanders
36,36,Mark Ingram,15.6,NaN
37,37,Arian Foster,15.8,Arian Foster
38,38,Marshawn Lynch,15.2,Marshawn Lynch
39,39,Peyton Manning,15.9,Peyton Manning
40,40,DeMarco Murray,15.3,DeMarco Murray
41,41,Giovani Bernard,16.6,Giovani Bernard
42,42,Randall Cobb,21.0,Randall Cobb
43,43,Matthew Stafford,14.78,Matthew Stafford
44,44,Keenan Allen,21.4,Keenan Allen
45,45,Andre Ellington,15.9,Andre Ellington
46,46,Ronnie Hillman,16.0,Ronnie Hillman
47,47,Tyler Eifert,20.6,Tyler Eifert
48,48,Brandon Marshall,20.6,Brandon Marshall
49,49,Kirk Cousins,14.2,Kirk Cousins
50,50,Eric Decker,20.2,Eric Decker
51,51,Julian Edelman,19.8,Julian Edelman
52,52,Chris Ivory,14.0,Chris Ivory
53,53,A.J. Green,19.7,A.J. Green
54,54,Cam Newton,13.9,Cam Newton
55,55,Mike Vick,13.88,Mike Vick
56,56,Brandin Cooks,18.9,NaN
57,57,Martellus Bennett,19.4,Martellus Bennett
58,58,Larry Fitzgerald,19.4,Larry Fitzgerald
59,59,Frank Gore,13.9,Frank Gore
60,60,Mike Wallace,19.2,Mike Wallace
61,61,Gary Barnidge,19.0,Gary Barnidge
62,62,Melvin Gordon,13.3,Melvin Gordon
63,63,Jimmy Graham,19.0,Jimmy Graham
64,64,Allen Hurns,18.8,Allen Hurns
65,65,James Jones,18.6,James Jones
66,66,Delanie Walker,18.6,Delanie Walker
67,67,Jeremy Maclin,18.4,Jeremy Maclin
68,68,C.J. Spiller,14.4,NaN
69,69,T.J. Yeldon,14.7,T.J. Yeldon
70,70,Allen Robinson,18.0,Allen Robinson
71,71,Anquan Boldin,17.6,Anquan Boldin
72,72,Larry Donnell,17.6,Larry Donnell
73,73,Jarvis Landry,17.4,Jarvis Landry
74,74,Travis Benjamin,17.2,Travis Benjamin
75,75,Pierre Garcon,17.4,Pierre Garcon
76,76,Isaiah Crowell,12.3,Isaiah Crowell
77,77,Carlos Hyde,12.0,Carlos Hyde
78,78,Tyrod Taylor,12.24,Tyrod Taylor
79,79,Antonio Andrews,12.6,Antonio Andrews
80,80,LeGarrette Blount,11.4,LeGarrette Blount
81,81,Travis Kelce,16.4,Travis Kelce
82,82,Shane Vereen,14.0,Shane Vereen
83,83,Rueben Randle,16.2,Rueben Randle
84,84,Donte Moncrief,15.7,Donte Moncrief
85,85,Danny Woodhead,13.5,Danny Woodhead
86,86,Richard Rodgers,15.8,Richard Rodgers
87,87,Steve Smith,15.8,Steve Smith Sr.
88,88,Julius Thomas,15.8,Julius Thomas
89,89,Knile Davis,12.1,Knile Davis
90,90,Rishard Matthews,15.4,Rishard Matthews
91,91,Colin Kaepernick,12.54,Colin Kaepernick
92,92,Greg Olsen,15.0,Greg Olsen
93,93,John Brown,14.8,John Brown
94,94,DeSean Jackson,14.7,DeSean Jackson
95,95,Davante Adams,14.6,Davante Adams
96,96,Ryan Mallett,11.26,Ryan Mallett
97,97,Jeremy Hill,11.7,Jeremy Hill
98,98,Charles Clay,14.0,Charles Clay
99,99,Ladarius Green,14.0,Ladarius Green
100,100,Rashad Jennings,11.0,Rashad Jennings
101,101,T.Y. Hilton,19.3,T.Y. Hilton
102,102,Eddie Royal,13.4,Eddie Royal
103,103,Matt Jones,11.0,Matt Jones
104,104,Owen Daniels,12.0,Owen Daniels
105,105,Antonio Gates,11.8,Antonio Gates
106,106,Ryan Mathews,9.3,Ryan Mathews
107,107,Calvin Johnson,15.2,Calvin Johnson
108,108,Willie Snead,14.6,NaN
109,109,Darren Sproles,11.4,Darren Sproles
110,110,Lamar Miller,7.9,Lamar Miller
111,111,Jordan Matthews,12.6,Jordan Matthews
112,112,Golden Tate,12.4,Golden Tate
113,113,Jordan Cameron,12.2,Jordan Cameron
114,114,Duke Johnson,9.0,Duke Johnson Jr.
115,115,Dexter McCluster,8.6,Dexter McCluster
116,116,Percy Harvin,10.8,Percy Harvin
117,117,Ty Montgomery,11.6,Ty Montgomery
118,118,Kyle Rudolph,11.6,Kyle Rudolph
119,119,Chris Johnson,6.8,Chris Johnson
120,120,Jamison Crowder,10.5,Jamison Crowder
121,121,Zach Ertz,10.8,Zach Ertz
122,122,Heath Miller,10.8,Heath Miller
123,123,David Johnson,7.1,David Johnson
124,124,Mohamed Sanu,10.3,Mohamed Sanu
125,125,Jermaine Kearse,10.0,Jermaine Kearse
126,126,De'Anthony Thomas,7.7,De'Anthony Thomas
127,127,Sammy Watkins,10.0,Sammy Watkins
128,128,Kendall Wright,9.5,Kendall Wright
129,129,Bilal Powell,6.6,Bilal Powell
130,130,Harry Douglas,9.4,Harry Douglas
131,131,Darrius Heyward-Bey,9.4,Darrius Heyward-Bey
132,132,Bishop Sankey,5.5,Bishop Sankey
133,133,Cecil Shorts,9.4,Cecil Shorts III
134,134,Charcandrick West,5.6,Charcandrick West
135,135,Alfred Morris,5.1,Alfred Morris
136,136,Jeremy Kerley,8.8,Jeremy Kerley
137,137,Denard Robinson,5.4,Denard Robinson
138,138,Ted Ginn,8.8,Ted Ginn Jr.
139,139,Doug Baldwin,8.5,Doug Baldwin
140,140,Malcom Floyd,8.6,Malcom Floyd
141,141,C.J. Anderson,5.1,C.J. Anderson
142,142,Joique Bell,5.2,Joique Bell
143,143,Martavis Bryant,8.2,Martavis Bryant
144,144,Fozzy Whittaker,5.5,Fozzy Whittaker
145,145,Marvin Jones,8.2,Marvin Jones
146,146,Michael Floyd,8.0,Michael Floyd
147,147,Andrew Hawkins,7.9,Andrew Hawkins
148,148,Jarius Wright,7.4,Jarius Wright
149,149,Ameer Abdullah,5.0,Ameer Abdullah
150,150,Leonard Hankerson,7.8,NaN
151,151,Thomas Rawls,4.0,Thomas Rawls
