,Unnamed: 0,player,espn,dk_name
0,1,Tom Brady,23.918,Tom Brady
1,2,Drew Brees,24.916,NaN
2,3,Aaron Rodgers,21.814,Aaron Rodgers
3,4,Andrew Luck,22.446,Andrew Luck
4,5,Devonta Freeman,23.75,NaN
5,6,Russell Wilson,19.668,Russell Wilson
6,7,Matthew Stafford,18.924,Matthew Stafford
7,8,Colin Kaepernick,18.078,Colin Kaepernick
8,9,Matt Forte,21.76,Matt Forte
9,10,Peyton Manning,17.564,Peyton Manning
10,11,Blake Bortles,18.816,Blake Bortles
11,12,Matt Ryan,18.278,NaN
12,13,Andy Dalton,17.27,Andy Dalton
13,14,Carson Palmer,17.67,Carson Palmer
14,15,Philip Rivers,18.874,Philip Rivers
15,16,Eli Manning,20.256,Eli Manning
16,17,Sam Bradford,17.21,Sam Bradford
17,18,Le'Veon Bell,20.98,Le'Veon Bell
18,19,Joe Flacco,17.364,Joe Flacco
19,20,Ryan Tannehill,17.712,Ryan Tannehill
20,21,Adrian Peterson,18.69,Adrian Peterson
21,22,Jay Cutler,16.802,Jay Cutler
22,23,Alex Smith,16.012,Alex Smith
23,24,Teddy Bridgewater,16.65,Teddy Bridgewater
24,25,Ryan Fitzpatrick,15.788,Ryan Fitzpatrick
25,26,Cam Newton,16.582,Cam Newton
26,27,Marcus Mariota,16.254,Marcus Mariota
27,28,Arian Foster,19.73,Arian Foster
28,29,Eddie Lacy,16.54,Eddie Lacy
29,30,Brian Hoyer,14.768,Brian Hoyer
30,31,Marshawn Lynch,15.67,Marshawn Lynch
31,33,Mike Vick,15.338,Mike Vick
32,34,Mark Ingram,16.71,NaN
33,35,DeMarco Murray,16.4,DeMarco Murray
34,36,EJ Manuel,13.836,EJ Manuel
35,37,A.J. Green,18.34,A.J. Green
36,38,Calvin Johnson,17.31,Calvin Johnson
37,39,Demaryius Thomas,19.2,Demaryius Thomas
38,40,Julio Jones,18.99,NaN
39,42,Odell Beckham Jr.,18.62,Odell Beckham Jr.
40,43,DeAndre Hopkins,18.69,DeAndre Hopkins
41,44,Rob Gronkowski,17.41,Rob Gronkowski
42,45,Randall Cobb,17.94,Randall Cobb
43,46,Carlos Hyde,14.31,Carlos Hyde
44,47,Emmanuel Sanders,17.78,Emmanuel Sanders
45,48,Josh McCown,14.27,Josh McCown
46,49,Julian Edelman,19.82,Julian Edelman
47,50,Antonio Brown,16.6,Antonio Brown
48,51,Larry Fitzgerald,17.34,Larry Fitzgerald
49,52,Alshon Jeffery,15.35,Alshon Jeffery
50,53,T.Y. Hilton,16.72,T.Y. Hilton
51,54,Jordan Matthews,15.84,Jordan Matthews
52,55,Kirk Cousins,12.794,Kirk Cousins
53,56,Jeremy Maclin,16.72,Jeremy Maclin
54,57,LeSean McCoy,13.78,LeSean McCoy
55,58,Lamar Miller,13.55,Lamar Miller
56,59,Giovani Bernard,14.14,Giovani Bernard
57,60,Frank Gore,13.82,Frank Gore
58,62,Allen Robinson,16.48,Allen Robinson
59,64,LeGarrette Blount,11.3,LeGarrette Blount
60,65,Dion Lewis,15.05,Dion Lewis
61,66,C.J. Anderson,11.34,C.J. Anderson
62,67,Keenan Allen,16.14,Keenan Allen
63,68,Justin Forsett,13.94,Justin Forsett
64,69,Chris Ivory,12.01,Chris Ivory
65,70,Brandin Cooks,15.27,NaN
66,74,Brandon Marshall,15.79,Brandon Marshall
67,77,Ronnie Hillman,10.92,Ronnie Hillman
68,81,James Jones,12.63,James Jones
69,83,Charcandrick West,12.2,Charcandrick West
70,86,Willie Snead,14.15,NaN
71,89,Kamar Aiken,13.05,Kamar Aiken
72,93,Danny Woodhead,12.88,Danny Woodhead
73,100,Antonio Gates,12.78,Antonio Gates
74,101,Donte Moncrief,13.24,Donte Moncrief
75,105,Jarvis Landry,14.72,Jarvis Landry
76,109,Chris Johnson,9.8,Chris Johnson
77,111,Melvin Gordon,10.88,Melvin Gordon
78,112,Anquan Boldin,12.91,Anquan Boldin
79,113,Rueben Randle,11.57,Rueben Randle
80,119,Tyler Eifert,12.91,Tyler Eifert
81,122,Martellus Bennett,12.51,Martellus Bennett
82,124,John Brown,11.29,John Brown
83,125,Allen Hurns,11.46,Allen Hurns
84,126,Pierre Garcon,12.33,Pierre Garcon
85,127,Ameer Abdullah,10.2,Ameer Abdullah
86,128,Jonathan Stewart,9.48,Jonathan Stewart
87,129,Kendall Wright,11.86,Kendall Wright
88,131,Golden Tate,12.76,Golden Tate
89,132,Travis Kelce,12.14,Travis Kelce
90,133,Eric Decker,11.27,Eric Decker
91,134,Toby Gerhart,9.82,Toby Gerhart
92,135,Mike Wallace,11.14,Mike Wallace
93,137,Antonio Andrews,8.06,Antonio Andrews
94,139,Travis Benjamin,10.5,Travis Benjamin
95,140,Alfred Morris,8.09,Alfred Morris
96,142,Greg Olsen,12.4,Greg Olsen
97,143,Denard Robinson,8.84,Denard Robinson
98,145,Andre Johnson,10.07,Andre Johnson
99,147,Javorius Allen,9.82,Javorius Allen
100,148,Leonard Hankerson,11.16,NaN
101,149,Jimmy Graham,9.89,Jimmy Graham
102,151,Doug Baldwin,10.19,Doug Baldwin
103,153,Duke Johnson Jr.,11.62,Duke Johnson Jr.
104,154,Jeremy Hill,8.44,Jeremy Hill
105,155,Richard Rodgers,9.93,Richard Rodgers
106,156,Julius Thomas,10.32,Julius Thomas
107,157,Ty Montgomery,9.52,Ty Montgomery
108,158,Michael Floyd,9.21,Michael Floyd
109,159,Zach Ertz,9.47,Zach Ertz
110,161,Malcom Floyd,8.54,Malcom Floyd
111,162,Martavis Bryant,8.95,Martavis Bryant
112,163,Jamison Crowder,10.47,Jamison Crowder
113,165,Kyle Rudolph,9.76,Kyle Rudolph
114,166,Delanie Walker,9.77,Delanie Walker
115,167,Rashad Jennings,9.19,Rashad Jennings
116,168,Brandon Coleman,8.52,NaN
117,169,Larry Donnell,10.19,Larry Donnell
118,170,Rishard Matthews,9.26,Rishard Matthews
119,171,Sammy Watkins,10.06,Sammy Watkins
120,173,Marvin Jones,9.4,Marvin Jones
121,174,Eddie Royal,9.87,Eddie Royal
122,175,Jermaine Kearse,9.24,Jermaine Kearse
123,176,Marlon Brown,8.56,Marlon Brown
124,177,Shane Vereen,9.6,Shane Vereen
125,178,Joique Bell,7.15,Joique Bell
126,179,Charles Clay,9.63,Charles Clay
127,180,Charles Johnson,8.48,Charles Johnson
128,181,Gary Barnidge,9.09,Gary Barnidge
129,182,Percy Harvin,9.72,Percy Harvin
130,183,Cecil Shorts III,8.9,Cecil Shorts III
131,184,Ted Ginn Jr.,9.21,Ted Ginn Jr.
132,185,C.J. Spiller,10.52,NaN
133,186,James Starks,7.07,James Starks
