,Unnamed: 0,player,nfl,dk_name
0,0,Cam Newton,24.94,Cam Newton
1,1,Drew Brees,26.94,Drew Brees
2,2,Danny Woodhead,26.1,Danny Woodhead
3,3,Tom Brady,23.32,Tom Brady
4,4,Le'Veon Bell,24.4,Le'Veon Bell
5,5,Matt Ryan,23.24,Matt Ryan
6,6,Devonta Freeman,22.9,Devonta Freeman
7,7,Andrew Luck,20.08,Andrew Luck
8,8,Carson Palmer,22.54,Carson Palmer
9,9,Russell Wilson,19.26,Russell Wilson
10,10,Philip Rivers,18.72,Philip Rivers
11,11,Ryan Tannehill,18.56,Ryan Tannehill
12,12,Odell Beckham,31.5,Odell Beckham Jr.
13,13,Matt Cassel,18.36,Matt Cassel
14,14,Joe Flacco,18.3,Joe Flacco
15,15,Nick Foles,18.26,Nick Foles
16,16,Julio Jones,30.9,Julio Jones
17,17,Blake Bortles,17.98,Blake Bortles
18,18,Josh McCown,17.86,Josh McCown
19,19,Alex Smith,17.32,Alex Smith
20,20,Sam Bradford,17.14,Sam Bradford
21,21,Eli Manning,17.1,Eli Manning
22,22,Landry Jones,17.08,Landry Jones
23,23,Teddy Bridgewater,17.02,Teddy Bridgewater
24,24,Antonio Brown,25.4,Antonio Brown
25,25,Amari Cooper,25.6,Amari Cooper
26,26,Mike Evans,25.4,Mike Evans
27,27,Adrian Peterson,21.4,Adrian Peterson
28,28,Justin Forsett,17.5,Justin Forsett
29,29,Dion Lewis,18.9,Dion Lewis
30,30,Ryan Fitzpatrick,16.36,Ryan Fitzpatrick
31,31,Brian Hoyer,16.26,Brian Hoyer
32,32,Dez Bryant,23.8,Dez Bryant
33,33,Chris Ivory,15.9,Chris Ivory
34,34,LeSean McCoy,16.1,LeSean McCoy
35,35,Rob Gronkowski,23.2,Rob Gronkowski
36,36,DeAndre Hopkins,23.2,DeAndre Hopkins
37,37,Keenan Allen,22.0,Keenan Allen
38,38,Arian Foster,15.7,Arian Foster
39,39,T.J. Yeldon,15.4,T.J. Yeldon
40,40,DeMarco Murray,15.3,DeMarco Murray
41,41,Marshawn Lynch,15.1,Marshawn Lynch
42,42,Matthew Stafford,14.24,Matthew Stafford
43,43,Frank Gore,14.4,Frank Gore
44,44,Brandon Marshall,20.4,Brandon Marshall
45,45,Eric Decker,20.0,Eric Decker
46,46,Julian Edelman,19.6,Julian Edelman
47,47,Todd Gurley,13.9,Todd Gurley
48,48,Mike Wallace,19.4,Mike Wallace
49,49,Gary Barnidge,19.4,Gary Barnidge
50,50,Larry Fitzgerald,19.4,Larry Fitzgerald
51,51,Delanie Walker,19.4,Delanie Walker
52,52,Jameis Winston,14.64,Jameis Winston
53,53,Doug Martin,13.5,Doug Martin
54,54,Martavis Bryant,18.7,Martavis Bryant
55,55,Joseph Randle,13.5,Joseph Randle
56,56,Jeremy Maclin,18.8,Jeremy Maclin
57,57,Latavius Murray,13.2,Latavius Murray
58,58,Allen Hurns,18.2,Allen Hurns
59,59,Jason Witten,17.8,Jason Witten
60,60,Travis Benjamin,17.4,Travis Benjamin
61,61,Brandin Cooks,17.0,Brandin Cooks
62,62,Isaiah Crowell,12.6,Isaiah Crowell
63,63,Jarvis Landry,17.4,Jarvis Landry
64,64,Allen Robinson,17.6,Allen Robinson
65,65,Pierre Garcon,17.4,Pierre Garcon
66,66,Jimmy Graham,17.4,Jimmy Graham
67,67,Larry Donnell,17.2,Larry Donnell
68,68,Brandon LaFell,17.0,NaN
69,69,Terrance Williams,17.2,Terrance Williams
70,70,Vincent Jackson,17.0,Vincent Jackson
71,71,Travis Kelce,16.8,Travis Kelce
72,72,C.J. Spiller,13.3,C.J. Spiller
73,73,Antonio Andrews,12.8,Antonio Andrews
74,74,Anquan Boldin,16.6,Anquan Boldin
75,75,Greg Olsen,16.6,Greg Olsen
76,76,Carlos Hyde,11.7,Carlos Hyde
77,77,Mark Ingram,11.6,Mark Ingram
78,78,Donte Moncrief,15.7,Donte Moncrief
79,79,Steve Smith,16.0,Steve Smith Sr.
80,80,Shane Vereen,13.7,Shane Vereen
81,81,Marques Colston,15.8,Marques Colston
82,82,LeGarrette Blount,11.0,LeGarrette Blount
83,83,Rishard Matthews,15.4,Rishard Matthews
84,84,Julius Thomas,15.4,Julius Thomas
85,85,Jordan Reed,15.2,Jordan Reed
86,86,Derek Carr,11.56,Derek Carr
87,87,Eric Ebron,15.0,Eric Ebron
88,88,John Brown,14.8,John Brown
89,89,Ladarius Green,14.4,Ladarius Green
90,90,Charles Clay,14.0,Charles Clay
91,91,Antonio Gates,14.0,Antonio Gates
92,92,Colin Kaepernick,11.88,Colin Kaepernick
93,93,T.Y. Hilton,19.3,T.Y. Hilton
94,94,Rashad Jennings,10.7,Rashad Jennings
95,95,Kirk Cousins,10.28,Kirk Cousins
96,96,Steve Johnson,12.0,Stevie Johnson
97,97,Devin Funchess,11.6,Devin Funchess
98,98,Matt Jones,9.6,Matt Jones
99,99,Ryan Mathews,9.2,Ryan Mathews
100,100,Stefon Diggs,14.4,Stefon Diggs
101,101,Calvin Johnson,14.4,Calvin Johnson
102,102,Darren Sproles,11.2,Darren Sproles
103,103,Chris Johnson,8.5,Chris Johnson
104,104,Chris Thompson,10.7,Chris Thompson
105,105,Lamar Miller,7.5,Lamar Miller
106,106,Duke Johnson,9.4,Duke Johnson Jr.
107,107,Jordan Cameron,12.2,Jordan Cameron
108,108,Jordan Matthews,12.2,Jordan Matthews
109,109,Dexter McCluster,8.8,Dexter McCluster
110,110,Jonathan Stewart,7.2,Jonathan Stewart
111,111,Golden Tate,11.6,Golden Tate
112,112,Tre Mason,6.9,Tre Mason
113,113,Kyle Rudolph,11.6,Kyle Rudolph
114,114,Charles Sims,7.4,Charles Sims
115,115,Charcandrick West,6.7,Charcandrick West
116,116,Jamison Crowder,10.6,Jamison Crowder
117,117,Tavon Austin,8.0,Tavon Austin
118,118,Zach Ertz,10.6,Zach Ertz
119,119,Heath Miller,10.6,Heath Miller
120,120,David Johnson,7.0,David Johnson
121,121,Kendall Wright,10.1,Kendall Wright
122,122,Michael Crabtree,10.2,Michael Crabtree
123,123,De'Anthony Thomas,7.8,De'Anthony Thomas
124,124,Rueben Randle,9.8,Rueben Randle
125,125,Ted Ginn,9.6,Ted Ginn Jr.
126,126,Bishop Sankey,5.5,Bishop Sankey
127,127,Darrius Heyward-Bey,9.2,Darrius Heyward-Bey
128,128,Malcom Floyd,9.0,Malcom Floyd
129,129,Jeremy Kerley,8.8,Jeremy Kerley
130,130,Denard Robinson,5.4,Denard Robinson
131,131,Fozzy Whittaker,5.9,Fozzy Whittaker
132,132,Branden Oliver,6.3,Branden Oliver
133,133,Doug Baldwin,8.5,Doug Baldwin
134,134,Andre Ellington,5.6,Andre Ellington
135,135,Joique Bell,5.0,Joique Bell
136,136,Andrew Hawkins,8.1,Andrew Hawkins
137,137,Willie Snead,8.2,Willie Snead
138,138,Zac Stacy,5.4,Zac Stacy
139,139,Jarius Wright,7.6,Jarius Wright
140,140,Ameer Abdullah,5.1,Ameer Abdullah
141,141,Michael Floyd,8.0,Michael Floyd
142,142,Chris Gragg,8.0,Chris Gragg
143,143,Leonard Hankerson,7.8,Leonard Hankerson
144,144,Christine Michael,4.2,Christine Michael
145,145,Knile Davis,4.9,Knile Davis
146,146,Chris Givens,7.6,Chris Givens
147,147,Melvin Gordon,4.3,Melvin Gordon
148,148,Thomas Rawls,3.9,Thomas Rawls
149,149,Theo Riddick,5.4,Theo Riddick
150,150,Kenny Stills,7.6,Kenny Stills
151,151,Jaelen Strong,7.6,Jaelen Strong
152,152,Robert Woods,7.6,Robert Woods
153,153,Danny Amendola,7.4,Danny Amendola
154,154,Roy Helu,5.5,Roy Helu Jr.
155,155,Kenny Britt,7.1,Kenny Britt
156,156,Marlon Brown,7.2,Marlon Brown
157,157,Scott Chandler,7.2,Scott Chandler
158,158,Jared Cook,7.2,Jared Cook
159,159,Charles Johnson,7.1,Charles Johnson
160,160,Benjamin Watson,7.2,Benjamin Watson
161,161,Jacoby Jones,6.8,Jacoby Jones
162,162,Alfred Morris,3.9,Alfred Morris
163,163,Corey Brown,6.4,Corey Brown
164,164,Brandon Coleman,6.8,Brandon Coleman
165,165,Greg Jennings,6.8,Greg Jennings
166,166,Cordarrelle Patterson,5.8,Cordarrelle Patterson
167,167,Josh Huff,6.6,Josh Huff
168,168,Bobby Rainey,4.9,Bobby Rainey
169,169,Benny Cunningham,5.1,Benny Cunningham
170,170,Maxx Williams,6.4,Maxx Williams
171,171,Dri Archer,4.4,Dri Archer
172,172,Alfred Blue,3.6,Alfred Blue
173,173,Vernon Davis,6.2,Vernon Davis
174,174,Marcedes Lewis,6.2,Marcedes Lewis
175,175,Brian Quick,6.2,Brian Quick
176,176,Javorius Allen,4.0,Javorius Allen
177,177,Dorial Green-Beckham,6.0,Dorial Green-Beckham
178,178,Andre Roberts,5.9,Andre Roberts
179,179,Coby Fleener,5.8,Coby Fleener
180,180,Justin Hunter,5.8,Justin Hunter
181,181,Mychal Rivera,5.8,Mychal Rivera
182,182,Brian Hartline,5.6,Brian Hartline
183,183,Torrey Smith,5.6,Torrey Smith
184,184,Mike Tolbert,4.3,Mike Tolbert
185,185,Robert Turbin,4.1,Robert Turbin
186,186,Andre Williams,3.2,Andre Williams
187,187,DeAngelo Williams,3.1,DeAngelo Williams
188,188,Stedman Bailey,5.2,Stedman Bailey
189,189,Garrett Graham,5.4,Garrett Graham
190,190,Dwayne Allen,5.2,Dwayne Allen
191,191,Jason Avant,5.2,Jason Avant
192,192,Toby Gerhart,3.3,Toby Gerhart
193,193,Jonas Gray,2.8,Jonas Gray
194,194,Aaron Dobson,5.0,Aaron Dobson
195,195,Gavin Escobar,5.0,Gavin Escobar
196,196,Andre Johnson,5.0,Andre Johnson
197,197,Jermaine Kearse,4.9,Jermaine Kearse
198,198,Matt Asiata,3.1,Matt Asiata
199,199,Dan Herron,3.1,Daniel Herron
200,200,Cole Beasley,4.6,Cole Beasley
201,201,Jerricho Cotchery,4.6,Jerricho Cotchery
202,202,Anthony Fasano,4.6,Anthony Fasano
203,203,Darren McFadden,2.5,Darren McFadden
204,204,Nate Washington,4.6,Nate Washington
205,205,Timothy Wright,4.6,NaN
206,206,Roddy White,4.4,Roddy White
207,207,Brandon Bolden,2.6,Brandon Bolden
208,208,Jeff Cumberland,4.2,Jeff Cumberland
209,209,Josh Hill,4.2,Josh Hill
210,210,Jerick McKinnon,2.9,Jerick McKinnon
211,211,Josh Robinson,2.4,Josh Robinson
212,212,Bryan Walters,4.2,Bryan Walters
213,213,Jermaine Gresham,4.0,Jermaine Gresham
214,214,Clay Harbor,3.8,Clay Harbor
215,215,Terron Ward,2.6,Terron Ward
216,216,Markus Wheaton,3.7,Markus Wheaton
217,217,James White,3.0,James White
218,218,Ed Dickson,3.6,Ed Dickson
219,219,Taylor Gabriel,3.6,Taylor Gabriel
220,220,Tyler Lockett,3.5,Tyler Lockett
221,221,Rod Streater,3.6,Rod Streater
222,222,Reggie Bush,4.0,Reggie Bush
223,223,Tevin Coleman,1.9,Tevin Coleman
224,224,Phillip Dorsett,3.4,Phillip Dorsett
225,225,Dontrelle Inman,3.4,Dontrelle Inman
226,226,Fred Jackson,2.6,Fred Jackson
227,227,Ricardo Lockette,3.3,Ricardo Lockette
228,228,Louis Murphy,3.4,Louis Murphy
229,229,Devin Smith,3.4,Devin Smith
230,230,Levine Toilolo,3.4,Levine Toilolo
231,231,Cameron Artis-Payne,2.0,Cameron Artis-Payne
232,232,Riley Cooper,3.2,Riley Cooper
233,233,Andre Holmes,3.2,Andre Holmes
234,234,Keith Mumphery,3.2,Keith Mumphery
235,235,Miles Austin,3.0,Miles Austin
236,236,Chris Hogan,3.0,Chris Hogan
237,237,DeVante Parker,3.0,DeVante Parker
238,238,Crockett Gillmore,2.8,Crockett Gillmore
239,239,Dwayne Harris,2.8,Dwayne Harris
240,240,Damien Williams,1.9,Damien Williams
241,241,Luke Willson,2.8,Luke Willson
242,242,Nick Boyle,2.6,Nick Boyle
243,243,Derek Carrier,2.6,Derek Carrier
244,244,Bruce Ellington,2.5,Bruce Ellington
245,245,Lance Kendricks,2.6,Lance Kendricks
246,246,Chris Matthews,2.6,Chris Matthews
247,247,Brandon Myers,2.6,Brandon Myers
248,248,Chris Polk,1.7,Chris Polk
249,249,Garrett Celek,2.4,Garrett Celek
250,250,C.J. Fiedorowicz,2.4,C.J. Fiedorowicz
251,251,Khiry Robinson,1.3,Khiry Robinson
252,252,Terrance West,1.3,Terrance West
253,253,Marcel Reece,1.6,Marcel Reece
254,254,J.J. Nelson,1.8,J.J. Nelson
255,255,Albert Wilson,1.8,Albert Wilson
256,256,Sammie Coates,1.6,Sammie Coates
257,257,Chris Conley,1.6,Chris Conley
258,258,Chase Ford,1.6,Chase Ford
259,259,Justin Hardy,1.6,Justin Hardy
260,260,Dion Sims,1.6,Dion Sims
261,261,Jacob Tamme,1.6,Jacob Tamme
262,262,Stepfan Taylor,1.1,Stepfan Taylor
263,263,Dwayne Bowe,1.4,Dwayne Bowe
264,264,Lance Moore,1.4,Lance Moore
265,265,Paul Richardson,1.4,NaN
266,266,Clive Walford,1.4,Clive Walford
267,267,MyCole Pruitt,1.2,MyCole Pruitt
268,268,Jake Stoneburner,1.2,Jake Stoneburner
269,269,Anthony Dixon,0.6,NaN
270,270,Jonathan Grimes,0.6,Jonathan Grimes
271,271,Bernard Pierce,0.6,Bernard Pierce
272,272,Kamar Aiken,0.6,Kamar Aiken
