,Unnamed: 0,player,opp,pass_yards,pass_tds,int,rush_yards,rush_tds,rec_yards,rec_tds,fum_td,2-pt,fl,fan_pts,rec,punt_td,kick_td
0,0,Cam Newton QB - CAR View Videos,PHI,216.0,2.0,1.0,33.0,1.0,0.0,0.0,0,0,0.0,23.94,0.0,0,0
1,1,Drew Brees QB - NO View Videos,@IND,316.0,3.0,1.0,3.0,0.0,0.0,0.0,0,0,0.0,22.94,0.0,0,0
2,2,Danny Woodhead RB - SD,OAK,0.0,0.0,0.0,47.0,1.0,47.0,1.0,0,0,0.0,21.4,4.7,0,0
3,3,Tom Brady QB - NE View Videos,NYJ,303.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,20.32,0.0,0,0
4,4,Le'Veon Bell RB - PIT,@KC,0.0,0.0,0.0,92.0,1.0,46.0,0.0,0,0,0.0,19.8,4.6,0,0
5,5,Matt Ryan QB - ATL View Video,@TEN,311.0,2.0,1.0,8.0,0.0,0.0,0.0,0,0,0.0,19.24,0.0,0,0
6,6,Devonta Freeman RB - ATL View Videos,@TEN,0.0,0.0,0.0,95.0,1.0,37.0,0.0,0,0,0.0,19.2,3.7,0,0
7,7,Andrew Luck QB - IND View Video,NO,287.0,2.0,1.0,16.0,0.0,0.0,0.0,0,0,0.0,19.08,0.0,0,0
8,8,Carson Palmer QB - ARI View Video,BAL,306.0,2.0,1.0,3.0,0.0,0.0,0.0,0,0,0.0,18.54,0.0,0,0
9,9,Russell Wilson QB - SEA View Video,@SF,209.0,2.0,1.0,39.0,0.0,0.0,0.0,0,0,0.0,18.26,0.0,0,0
10,10,Philip Rivers QB - SD View Video,OAK,288.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0,0.0,17.72,0.0,0,0
11,11,Ryan Tannehill QB - MIA View Video,HOU,244.0,2.0,1.0,18.0,0.0,0.0,0.0,0,0,0.0,17.56,0.0,0,0
12,12,Odell Beckham WR - NYG Q View Video,DAL,0.0,0.0,0.0,5.0,0.0,110.0,1.0,0,0,0.0,17.5,11.0,0,0
13,13,Matt Cassel QB - DAL View Videos,@NYG,269.0,2.0,1.0,6.0,0.0,0.0,0.0,0,0,0.0,17.36,0.0,0,0
14,14,Joe Flacco QB - BAL,@ARI,270.0,2.0,1.0,5.0,0.0,0.0,0.0,0,0,0.0,17.3,0.0,0,0
15,15,Nick Foles QB - STL,CLE,274.0,2.0,1.0,3.0,0.0,0.0,0.0,0,0,0.0,17.26,0.0,0,0
16,16,Julio Jones WR - ATL,@TEN,0.0,0.0,0.0,1.0,0.0,109.0,1.0,0,0,0.0,17.0,10.9,0,0
17,17,Blake Bortles QB - JAC,BUF,217.0,2.0,1.0,23.0,0.0,0.0,0.0,0,0,0.0,16.98,0.0,0,0
18,18,Josh McCown QB - CLE View Videos,@STL,239.0,2.0,1.0,13.0,0.0,0.0,0.0,0,0,0.0,16.86,0.0,0,0
19,19,Alex Smith QB - KC P View Videos,PIT,223.0,2.0,1.0,14.0,0.0,0.0,0.0,0,0,0.0,16.32,0.0,0,0
20,20,Sam Bradford QB - PHI View Videos,@CAR,246.0,2.0,1.0,3.0,0.0,0.0,0.0,0,0,0.0,16.14,0.0,0,0
21,21,Eli Manning QB - NYG View Videos,DAL,250.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,16.1,0.0,0,0
22,22,Landry Jones QB - PIT View News View Video,@KC,237.0,2.0,1.0,6.0,0.0,0.0,0.0,0,0,0.0,16.08,0.0,0,0
23,23,Teddy Bridgewater QB - MIN View Videos,@DET,213.0,2.0,1.0,15.0,0.0,0.0,0.0,0,0,0.0,16.02,0.0,0,0
24,24,Antonio Brown WR - PIT View Video,@KC,0.0,0.0,0.0,2.0,0.0,96.0,1.0,0,0,0.0,15.8,9.6,0,0
25,25,Amari Cooper WR - OAK,@SD,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0,0,0.0,15.8,9.8,0,0
26,26,Mike Evans WR - TB,@WAS,0.0,0.0,0.0,0.0,0.0,97.0,1.0,0,0,0.0,15.7,9.7,0,0
27,27,Adrian Peterson RB - MIN P,@DET,0.0,0.0,0.0,100.0,1.0,17.0,0.0,0,0,1.0,15.7,1.7,0,0
28,28,Justin Forsett RB - BAL,@ARI,0.0,0.0,0.0,75.0,1.0,20.0,0.0,0,0,0.0,15.5,2.0,0,0
29,29,Dion Lewis RB - NE Q View News,NYJ,0.0,0.0,0.0,61.0,1.0,34.0,0.0,0,0,0.0,15.5,3.4,0,0
30,30,Ryan Fitzpatrick QB - NYJ P View Videos,@NE,214.0,2.0,1.0,8.0,0.0,0.0,0.0,0,0,0.0,15.36,0.0,0,0
31,31,Brian Hoyer QB - HOU View Videos,@MIA,224.0,2.0,1.0,3.0,0.0,0.0,0.0,0,0,0.0,15.26,0.0,0,0
