Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Tyler Clutts,RB,3000,Car@Dal 04:30PM ET,0.14,Dal,,,1.86,,,,,1.86,1.86,1.86,0.0,0.0
Mike Tolbert,RB,3000,Car@Dal 04:30PM ET,5.0,Car,3.0,4.2,5.09,4.7,4.92,2.99,3.451,4.05014285714,5.09,2.99,2.1,0.518500229269
John Kuhn,RB,3000,Chi@GB 08:30PM ET,1.26,GB,,,2.93,,,1.24,3.065,2.41166666667,3.065,1.24,1.825,0.756738078784
Seyi Ajirotutu,WR,3000,Phi@Det 12:30PM ET,0.0,Phi,,,,,,,1.065,1.065,1.065,1.065,0.0,0.0
Antone Smith,RB,3000,Chi@GB 08:30PM ET,0.275,Chi,,,,,,,,,,,,
Marc Mariani,WR,3000,Chi@GB 08:30PM ET,0.82,Chi,,,3.08,,4.7,,,3.89,4.7,3.08,1.62,0.416452442159
Riley Cooper,WR,3000,Phi@Det 12:30PM ET,4.97,Phi,5.0,3.2,5.71,2.6,5.34,12.62,4.583,5.579,12.62,2.6,10.02,1.79602079226
Fozzy Whittaker,RB,3000,Car@Dal 04:30PM ET,1.49,Car,,3.3,2.95,3.5,2.02,,1.055,2.565,3.5,1.055,2.445,0.953216374269
Deonte Thompson,WR,3000,Chi@GB 08:30PM ET,0.0,Chi,,,,,,,,,,,,
George Winn,RB,3000,Phi@Det 12:30PM ET,0.0,Det,,,,,,,,,,,,
Kenjon Barner,RB,3000,Phi@Det 12:30PM ET,0.74,Phi,,,4.1,,1.78,1.78,,2.55333333333,4.1,1.78,2.32,0.90861618799
Brice Butler,WR,3000,Car@Dal 04:30PM ET,3.45,Dal,,,,,,,,,,,,
Brenton Bersin,WR,3000,Car@Dal 04:30PM ET,2.029,Car,,,,,,,,,,,,
Brandon Wegher,RB,3000,Car@Dal 04:30PM ET,0.0,Car,,,,,,,,,,,,
Kevin Norwood,WR,3000,Car@Dal 04:30PM ET,0.0,Car,,,,,,,,,,,,
Jared Abbrederis,WR,3000,Chi@GB 08:30PM ET,1.94,GB,,,,,,,,,,,,
Devin Street,WR,3000,Car@Dal 04:30PM ET,1.95,Dal,,,,,2.39,1.13,4.169,2.563,4.169,1.13,3.039,1.18571985954
TJ Jones,WR,3000,Phi@Det 12:30PM ET,0.16,Det,,,,,,,,,,,,
Rod Smith,RB,3000,Car@Dal 04:30PM ET,0.1,Dal,,,,,,,,,,,,
Joshua Bellamy,WR,3000,Chi@GB 08:30PM ET,3.22,Chi,,,4.62,,,,1.007,2.8135,4.62,1.007,3.613,1.28416563
Michael Burton,RB,3000,Phi@Det 12:30PM ET,0.31,Det,,,,,,,,,,,,
Corey Fuller,WR,3000,Phi@Det 12:30PM ET,0.9,Det,,,4.12,,,1.57,,2.845,4.12,1.57,2.55,0.896309314587
Cameron Meredith,WR,3000,Chi@GB 08:30PM ET,2.388,Chi,,,3.22,,,,,3.22,3.22,3.22,0.0,0.0
Corey Brown,WR,3000,Car@Dal 04:30PM ET,6.8,Car,,,5.68,,,,,5.68,5.68,5.68,0.0,0.0
Ka'Deem Carey,RB,3000,Chi@GB 08:30PM ET,1.767,Chi,,,,,,,,,,,,
Ty Montgomery,WR,3000,Chi@GB 08:30PM ET,7.0,GB,,,,,,,,,,,,
Alonzo Harris,RB,3000,Chi@GB 08:30PM ET,0.317,GB,,,,,,,,,,,,
Aaron Ripkowski,RB,3000,Chi@GB 08:30PM ET,0.28,GB,,,,,,,,,,,,
Trey Williams,RB,3000,Car@Dal 04:30PM ET,0.0,Dal,,,,,,,,,,,,
Cameron Artis-Payne,RB,3000,Car@Dal 04:30PM ET,0.775,Car,,,,,,,,,,,,
Lucky Whitehead,WR,3000,Car@Dal 04:30PM ET,0.8,Dal,,,,,,,,,,,,
Jeff Janis,WR,3000,Chi@GB 08:30PM ET,0.99,GB,,2.0,3.6,2.0,2.04,2.91,1.013,2.2605,3.6,1.013,2.587,1.14443707144
Bengals ,DST,3000,StL@Cin 01:00PM ET,7.6,Cin,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,0.0,0.0
Steelers ,DST,3000,Pit@Sea 04:25PM ET,8.5,Pit,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,0.0,0.0
Greg Jennings,WR,3000,Mia@NYJ 01:00PM ET,2.23,Mia,,6.8,2.77,7.4,2.76,2.8,1.724,4.04233333333,7.4,1.724,5.676,1.40413952338
Jason Avant,WR,3000,Buf@KC 01:00PM ET,2.02,KC,,,4.26,,5.22,,3.422,4.30066666667,5.22,3.422,1.798,0.418074717098
Vernon Davis,TE,3000,NE@Den 08:30PM ET,6.011,Den,6.0,6.8,7.65,6.4,8.81,2.75,7.821,6.60442857143,8.81,2.75,6.06,0.917566135277
Andre Caldwell,WR,3000,NE@Den 08:30PM ET,2.04,Den,,5.8,2.39,5.9,1.46,3.88,3.052,3.747,5.9,1.46,4.44,1.18494795837
Dwayne Bowe,WR,3000,Bal@Cle 08:30PM ET,1.525,Cle,2.5,1.4,10.93,1.7,6.07,4.25,,4.475,10.93,1.4,9.53,2.12960893855
Eric Weems,WR,3000,Min@Atl 01:00PM ET,0.21,Atl,,,,,,,1.019,1.019,1.019,1.019,0.0,0.0
Matthew Slater,WR,3000,NE@Den 08:30PM ET,0.0,NE,,,,,1.14,1.77,,1.455,1.77,1.14,0.63,0.432989690722
Wes Welker,WR,3000,StL@Cin 01:00PM ET,4.75,StL,4.0,,5.23,,6.45,9.83,6.432,6.3884,9.83,4.0,5.83,0.912591572225
Jerome Felton,RB,3000,Buf@KC 01:00PM ET,0.02,Buf,,,1.09,,,,,1.09,1.09,1.09,0.0,0.0
Tim Hightower,RB,3000,NO@Hou 01:00PM ET,2.3,NO,,,,,3.15,,1.05,2.1,3.15,1.05,2.1,1.0
Cedric Peerman,RB,3000,StL@Cin 01:00PM ET,0.0,Cin,,,,,,,1.637,1.637,1.637,1.637,0.0,0.0
Jerome Simpson,WR,3000,Ari@SF 04:05PM ET,3.2,SF,,,4.18,,,,,4.18,4.18,4.18,0.0,0.0
Darrius Heyward-Bey,WR,3000,Pit@Sea 04:25PM ET,4.99,Pit,,8.8,4.66,7.4,2.57,2.27,,5.14,8.8,2.27,6.53,1.27042801556
Marlon Moore,WR,3000,Bal@Cle 08:30PM ET,0.278,Cle,,,,,1.14,,1.0678,1.1039,1.14,1.0678,0.0722,0.065404475043
Brandon Tate,WR,3000,StL@Cin 01:00PM ET,1.39,Cin,,,,,,1.8,4.3606,3.0803,4.3606,1.8,2.5606,0.831282667273
Darrel Young,RB,3000,NYG@Was 01:00PM ET,0.47,Was,,,2.31,,,,,2.31,2.31,2.31,0.0,0.0
Donald Brown,RB,3000,SD@Jax 01:00PM ET,0.325,SD,,,3.43,,,,,3.43,3.43,3.43,0.0,0.0
Jorvorskie Lane,RB,3000,TB@Ind 01:00PM ET,0.33,TB,,,,,,,,,,,,
Jordan Norwood,WR,3000,NE@Den 08:30PM ET,2.971,Den,,4.0,2.82,4.0,,,,3.60666666667,4.0,2.82,1.18,0.327171903882
Hakeem Nicks,WR,3000,NYG@Was 01:00PM ET,0.0,NYG,,,,,,5.15,3.771,4.4605,5.15,3.771,1.379,0.309158166125
Bruce Miller,RB,3000,Ari@SF 04:05PM ET,1.83,SF,,,2.89,,1.12,1.02,1.501,1.63275,2.89,1.02,1.87,1.1453069974
Bryan Walters,WR,3000,SD@Jax 01:00PM ET,7.733,Jax,4.5,4.2,6.33,4.1,5.11,8.06,1.052,4.76457142857,8.06,1.052,7.008,1.47085632046
Andre Roberts,WR,3000,NYG@Was 01:00PM ET,3.813,Was,,5.9,,5.0,,2.94,,4.61333333333,5.9,2.94,2.96,0.64161849711
Jacoby Jones,WR,3000,Pit@Sea 04:25PM ET,0.0,Pit,,,,,,,,,,,,
Fred Jackson,RB,3000,Pit@Sea 04:25PM ET,4.68,Sea,3.0,2.6,5.68,2.7,6.44,4.65,1.441,3.78728571429,6.44,1.441,4.999,1.31994266531
Boobie Dixon,RB,3000,Buf@KC 01:00PM ET,1.69,Buf,,,,,,,,,,,,
Toby Gerhart,RB,3000,SD@Jax 01:00PM ET,1.617,Jax,,3.4,,3.7,,,,3.55,3.7,3.4,0.3,0.0845070422535
Chase Reynolds,RB,3000,StL@Cin 01:00PM ET,0.0,StL,,,,,,,,,,,,
C.J. Spiller,RB,3000,NO@Hou 01:00PM ET,7.756,NO,7.0,15.2,8.76,14.8,8.6,5.59,3.854,9.11485714286,15.2,3.854,11.346,1.24478089148
Joseph Morgan,WR,3000,Bal@Cle 08:30PM ET,0.0,Bal,,,,,,,,,,,,
Marcus Easley,WR,3000,Buf@KC 01:00PM ET,1.422,Buf,,,,,,,,,,,,
Stevan Ridley,RB,3000,Mia@NYJ 01:00PM ET,0.133,NYJ,1.5,3.9,3.96,4.5,3.22,,,3.416,4.5,1.5,3.0,0.878220140515
Matt Asiata,RB,3000,Min@Atl 01:00PM ET,2.77,Min,,3.3,3.06,3.6,3.24,,1.344,2.9088,3.6,1.344,2.256,0.775577557756
Taiwan Jones,RB,3000,Oak@Ten 01:00PM ET,3.513,Oak,,,4.56,,,,4.047,4.3035,4.56,4.047,0.513,0.119205298013
Charles Johnson,WR,3000,Min@Atl 01:00PM ET,2.713,Min,5.0,7.3,4.93,6.7,1.17,2.94,3.494,4.50485714286,7.3,1.17,6.13,1.36075347244
Brian Quick,WR,3000,StL@Cin 01:00PM ET,1.3,StL,5.5,6.2,3.65,6.1,2.74,3.44,5.438,4.724,6.2,2.74,3.46,0.732430143946
Daniel Herron,RB,3000,Buf@KC 01:00PM ET,2.175,Buf,,,,,,,,,,,,
Denarius Moore,WR,3000,Buf@KC 01:00PM ET,-0.167,Buf,,,,,,,,,,,,
Dontrelle Inman,WR,3000,SD@Jax 01:00PM ET,4.678,SD,6.5,3.4,5.71,3.7,8.04,11.65,5.146,6.30657142857,11.65,3.4,8.25,1.30815928963
Coby Fleener,TE,3000,TB@Ind 01:00PM ET,8.25,Ind,6.5,14.0,9.6,14.0,11.11,11.34,6.187,10.391,14.0,6.187,7.813,0.751900683284
Joe Banyard,RB,3000,SD@Jax 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Jeremy Kerley,WR,3000,Mia@NYJ 01:00PM ET,4.32,NYJ,6.0,8.4,5.51,8.3,,6.46,4.835,6.58416666667,8.4,4.835,3.565,0.54145044931
Travaris Cadet,RB,3000,Ari@SF 04:05PM ET,0.6,SF,,,,,3.92,,,3.92,3.92,3.92,0.0,0.0
Anthony Sherman,RB,3000,Buf@KC 01:00PM ET,0.33,KC,,,1.68,,,,,1.68,1.68,1.68,0.0,0.0
Will Tukuafu,RB,3000,Pit@Sea 04:25PM ET,0.775,Sea,,,,,,,,,,,,
Will Johnson,RB,3000,Pit@Sea 04:25PM ET,0.67,Pit,,,2.72,,,,,2.72,2.72,2.72,0.0,0.0
Bobby Rainey,RB,3000,TB@Ind 01:00PM ET,0.64,TB,,5.0,,5.4,,,1.287,3.89566666667,5.4,1.287,4.113,1.05578848293
Roy Helu Jr.,RB,3000,Oak@Ten 01:00PM ET,3.133,Oak,,7.1,6.17,7.8,,,,7.02333333333,7.8,6.17,1.63,0.232083531087
Patrick DiMarco,RB,3000,Min@Atl 01:00PM ET,2.7,Atl,,,2.99,,1.88,2.48,,2.45,2.99,1.88,1.11,0.45306122449
Isaiah Pead,RB,3000,Pit@Sea 04:25PM ET,-0.35,Pit,,,,,,,,,,,,
Zach Line,RB,3000,Min@Atl 01:00PM ET,2.13,Min,,,3.11,,,,,3.11,3.11,3.11,0.0,0.0
Griff Whalen,WR,3000,TB@Ind 01:00PM ET,3.87,Ind,,,6.0,,6.19,5.77,2.99,5.2375,6.19,2.99,3.2,0.610978520286
Derrick Coleman,RB,3000,Pit@Sea 04:25PM ET,0.15,Sea,,,1.09,,,,,1.09,1.09,1.09,0.0,0.0
Jonathan Grimes,RB,3000,NO@Hou 01:00PM ET,5.088,Hou,4.0,,8.78,,9.27,8.64,1.946,6.5272,9.27,1.946,7.324,1.12207378355
Jaron Brown,WR,3000,Ari@SF 04:05PM ET,2.78,Ari,4.0,,4.23,,,,,4.115,4.23,4.0,0.23,0.0558930741191
T.J. Graham,WR,3000,NO@Hou 01:00PM ET,2.25,NO,,,,,,,1.211,1.211,1.211,1.211,0.0,0.0
Glenn Winston,RB,3000,Bal@Cle 08:30PM ET,0.0,Cle,,,,,,,,,,,,
Keshawn Martin,WR,3000,NE@Den 08:30PM ET,7.167,NE,6.5,,7.77,,10.42,6.19,5.73,7.322,10.42,5.73,4.69,0.640535372849
Myles White,WR,3000,NYG@Was 01:00PM ET,1.15,NYG,,,,,2.98,,,2.98,2.98,2.98,0.0,0.0
Jordan Todman,RB,3000,Pit@Sea 04:25PM ET,0.22,Pit,,,3.39,,2.2,1.96,1.027,2.14425,3.39,1.027,2.363,1.10201702227
Jarius Wright,WR,3000,Min@Atl 01:00PM ET,4.43,Min,6.0,7.9,5.5,7.3,4.8,10.46,4.056,6.57371428571,10.46,4.056,6.404,0.974182892907
Brandon Bolden,RB,3000,NE@Den 08:30PM ET,1.967,NE,3.0,2.6,2.39,3.1,2.5,3.95,1.283,2.689,3.95,1.283,2.667,0.991818519896
Ladarius Green,TE,3000,SD@Jax 01:00PM ET,11.038,SD,4.5,14.4,7.31,14.2,6.24,8.02,4.972,8.52028571429,14.4,4.5,9.9,1.1619328661
Russell Shepard,WR,3000,TB@Ind 01:00PM ET,1.286,TB,,,,,,2.25,,2.25,2.25,2.25,0.0,0.0
Mohamed Sanu,WR,3000,StL@Cin 01:00PM ET,6.6,Cin,6.0,13.8,6.44,13.1,5.61,7.66,5.396,8.28657142857,13.8,5.396,8.404,1.01417094783
Zurlon Tipton,RB,3000,TB@Ind 01:00PM ET,0.129,Ind,,,,,,,,,,,,
Tommy Bohanon,RB,3000,Mia@NYJ 01:00PM ET,0.86,NYJ,,,1.81,,,,,1.81,1.81,1.81,0.0,0.0
Ryan Grant,WR,3000,NYG@Was 01:00PM ET,4.24,Was,,,,1.7,,,4.296,2.998,4.296,1.7,2.596,0.865910607071
Markus Wheaton,WR,3000,Pit@Sea 04:25PM ET,5.13,Pit,3.0,3.5,5.07,2.8,5.66,11.24,3.956,5.03228571429,11.24,2.8,8.44,1.67717027196
Rex Burkhead,RB,3000,StL@Cin 01:00PM ET,1.11,Cin,,,,,,1.09,,1.09,1.09,1.09,0.0,0.0
Benny Cunningham,RB,3000,StL@Cin 01:00PM ET,4.37,StL,4.0,5.1,4.07,5.2,1.21,,1.449,3.50483333333,5.2,1.21,3.99,1.1384278853
Kendall Gaskins,RB,3000,Ari@SF 04:05PM ET,2.1,SF,2.0,,4.71,,,2.91,,3.20666666667,4.71,2.0,2.71,0.845114345114
Nikita Whitlock,RB,3000,NYG@Was 01:00PM ET,0.0,NYG,,,,,,,,,,,,
Stepfan Taylor,RB,3000,Ari@SF 04:05PM ET,0.25,Ari,,2.1,,2.5,,,,2.3,2.5,2.1,0.4,0.173913043478
Rico Richardson,WR,3000,Oak@Ten 01:00PM ET,0.0,Ten,,,,,,1.05,,1.05,1.05,1.05,0.0,0.0
Denard Robinson,RB,3000,SD@Jax 01:00PM ET,2.457,Jax,3.0,5.5,5.54,5.6,4.02,9.2,2.543,5.05757142857,9.2,2.543,6.657,1.31624438607
Bennie Fowler,WR,3000,NE@Den 08:30PM ET,2.87,Den,3.0,,1.36,,,,5.192,3.184,5.192,1.36,3.832,1.20351758794
Nick Williams,WR,3000,Min@Atl 01:00PM ET,2.35,Atl,,,,,1.8,,2.914,2.357,2.914,1.8,1.114,0.472634705134
Aaron Dobson,WR,3000,NE@Den 08:30PM ET,3.388,NE,,,,,,,,,,,,
Bernard Pierce,RB,3000,SD@Jax 01:00PM ET,0.686,Jax,,,,,,,,,,,,
Quincy Enunwa,WR,3000,Mia@NYJ 01:00PM ET,3.6,NYJ,,,,,4.88,3.12,,4.0,4.88,3.12,1.76,0.44
Jay Prosch,RB,3000,NO@Hou 01:00PM ET,0.31,Hou,,,,,,,,,,,,
Jalston Fowler,RB,3000,Oak@Ten 01:00PM ET,1.37,Ten,,,1.59,,,,,1.59,1.59,1.59,0.0,0.0
Kenbrell Thompkins,WR,3000,Mia@NYJ 01:00PM ET,6.6,NYJ,,,2.87,,,,,2.87,2.87,2.87,0.0,0.0
Orleans Darkwa,RB,3000,NYG@Was 01:00PM ET,1.69,NYG,,1.7,5.62,1.6,2.75,3.1,4.715,3.2475,5.62,1.6,4.02,1.23787528868
Roosevelt Nix,RB,3000,Pit@Sea 04:25PM ET,0.2,Pit,,,,,,,,,,,,
Rod Streater,WR,3000,Oak@Ten 01:00PM ET,1.8,Oak,,3.6,,2.8,,,,3.2,3.6,2.8,0.8,0.25
Marcus Murphy,RB,3000,NO@Hou 01:00PM ET,0.5,NO,,,,,,,,,,,,
Andre Williams,RB,3000,NYG@Was 01:00PM ET,2.76,NYG,,3.2,5.42,3.8,2.78,4.32,2.73,3.70833333333,5.42,2.73,2.69,0.725393258427
Neal Sterling,WR,3000,SD@Jax 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Javontee Herndon,WR,3000,SD@Jax 01:00PM ET,4.95,SD,,,4.32,,2.78,10.02,2.989,5.02725,10.02,2.78,7.24,1.44015117609
Malcolm Johnson,RB,3000,Bal@Cle 08:30PM ET,0.44,Cle,,,,,,,1.154,1.154,1.154,1.154,0.0,0.0
Andrew Turzilli,WR,3000,Oak@Ten 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Juwan Thompson,RB,3000,NE@Den 08:30PM ET,0.4,Den,,,,,,,,,,,,
James White,RB,3000,NE@Den 08:30PM ET,4.3,NE,7.5,5.8,10.6,6.7,6.88,,4.222,6.95033333333,10.6,4.222,6.378,0.917653829553
Brandon Coleman,WR,3000,NO@Hou 01:00PM ET,4.23,NO,,6.8,4.24,6.4,3.21,2.17,3.713,4.42216666667,6.8,2.17,4.63,1.04699807787
DeAndrew White,WR,3000,Ari@SF 04:05PM ET,0.95,SF,,,,,,,1.015,1.015,1.015,1.015,0.0,0.0
Kaelin Clay,WR,3000,Bal@Cle 08:30PM ET,0.0,Bal,,,,,,,,,,,,
Matt Hazel,WR,3000,Mia@NYJ 01:00PM ET,0.0,Mia,,,,,,,,,,,,
Keith Mumphery,WR,3000,NO@Hou 01:00PM ET,2.69,Hou,,3.4,,3.7,,2.63,3.413,3.28575,3.7,2.63,1.07,0.325648634254
Justin Hardy,WR,3000,Min@Atl 01:00PM ET,3.833,Atl,5.0,1.6,7.41,1.8,6.44,3.31,12.62,5.45428571429,12.62,1.6,11.02,2.02042954426
J.J. Nelson,WR,3000,Ari@SF 04:05PM ET,7.24,Ari,4.0,1.6,3.69,1.8,3.56,5.14,1.14,2.99,5.14,1.14,4.0,1.33779264214
Kevin Smith,WR,3000,Pit@Sea 04:25PM ET,0.0,Sea,,,,,1.39,,,1.39,1.39,1.39,0.0,0.0
Andre Holmes,WR,3000,Oak@Ten 01:00PM ET,4.51,Oak,4.0,3.2,5.31,2.6,2.71,4.74,3.131,3.67014285714,5.31,2.6,2.71,0.738390876182
Geremy Davis,WR,3000,NYG@Was 01:00PM ET,0.41,NYG,,,,,,,,,,,,
Jamize Olawale,RB,3000,Oak@Ten 01:00PM ET,3.45,Oak,,,2.79,,4.26,2.85,,3.3,4.26,2.79,1.47,0.445454545455
Paul Richardson,WR,3000,Pit@Sea 04:25PM ET,5.0,Sea,,,,,,,,,,,,
Jerick McKinnon,RB,3000,Min@Atl 01:00PM ET,2.28,Min,2.5,3.3,2.1,3.4,2.74,4.19,1.3844,2.80205714286,4.19,1.3844,2.8056,1.00126437719
Chris Conley,WR,3000,Buf@KC 01:00PM ET,3.87,KC,4.0,1.4,2.5,1.7,3.66,2.9,2.9436,2.72908571429,4.0,1.4,2.6,0.952700014657
Quinton Patton,WR,3000,Ari@SF 04:05PM ET,4.99,SF,,,3.63,,5.11,4.06,3.266,4.0165,5.11,3.266,1.844,0.459106186979
Quan Bray,WR,3000,TB@Ind 01:00PM ET,0.0,Ind,,,,,,,,,,,,
Tre Mason,RB,3000,StL@Cin 01:00PM ET,3.086,StL,1.5,4.1,2.25,4.4,3.74,4.2,2.771,3.28014285714,4.4,1.5,2.9,0.884107835025
Sammie Coates,WR,3000,Pit@Sea 04:25PM ET,0.3,Pit,,1.6,,1.8,,,1.389,1.59633333333,1.8,1.389,0.411,0.257465024013
Tre McBride,WR,3000,Oak@Ten 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Phillip Dorsett,WR,3000,TB@Ind 01:00PM ET,4.729,Ind,,,,,,,,,,,,
Rashad Ross,WR,3000,NYG@Was 01:00PM ET,2.657,Was,,,,,,,,,,,,
Marqise Lee,WR,3000,SD@Jax 01:00PM ET,2.575,Jax,5.0,9.5,5.09,8.8,3.13,,,6.304,9.5,3.13,6.37,1.01046954315
DeVante Parker,WR,3000,Mia@NYJ 01:00PM ET,0.989,Mia,,3.0,,2.5,,,2.722,2.74066666667,3.0,2.5,0.5,0.182437363172
Bruce Ellington,WR,3000,Ari@SF 04:05PM ET,2.014,SF,,2.7,2.94,2.4,3.87,1.6,,2.702,3.87,1.6,2.27,0.840118430792
Tyler Lockett,WR,3000,Pit@Sea 04:25PM ET,8.54,Sea,7.0,3.5,8.59,3.8,8.64,7.78,5.8,6.44428571429,8.64,3.5,5.14,0.797605852361
Bradley Marquez,WR,3000,StL@Cin 01:00PM ET,0.67,StL,,,3.03,,,,,3.03,3.03,3.03,0.0,0.0
Rashad Greene,WR,3000,SD@Jax 01:00PM ET,6.567,Jax,,,,,2.44,2.86,,2.65,2.86,2.44,0.42,0.158490566038
Devin Smith,WR,3000,Mia@NYJ 01:00PM ET,2.029,NYJ,,3.2,3.08,2.6,4.92,,,3.45,4.92,2.6,2.32,0.672463768116
Akeem Hunt,RB,3000,NO@Hou 01:00PM ET,0.4,Hou,,,,,,,,,,,,
Raheem Mostert,RB,3000,Bal@Cle 08:30PM ET,0.0,Bal,,,3.39,,2.3,3.41,1.044,2.536,3.41,1.044,2.366,0.932965299685
Jeremy Butler,WR,3000,Bal@Cle 08:30PM ET,5.8,Bal,,,5.81,,7.17,5.78,,6.25333333333,7.17,5.78,1.39,0.222281449893
De'Anthony Thomas,WR,3000,Buf@KC 01:00PM ET,4.54,KC,,,,,,,,,,,,
Bishop Sankey,RB,3000,Oak@Ten 01:00PM ET,5.363,Ten,,1.8,,2.5,2.86,1.59,2.546,2.2592,2.86,1.59,1.27,0.562145892351
Cody Latimer,WR,3000,NE@Den 08:30PM ET,1.856,Den,,1.6,4.86,1.8,3.11,4.34,,3.142,4.86,1.6,3.26,1.03755569701
Brittan Golden,WR,3000,Ari@SF 04:05PM ET,0.0,Ari,,,,,,,,,,,,
Tyrell Williams,WR,3000,SD@Jax 01:00PM ET,0.0,SD,,,,,,1.73,,1.73,1.73,1.73,0.0,0.0
Cordarrelle Patterson,WR,3000,Min@Atl 01:00PM ET,1.05,Min,,6.1,,5.6,,,,5.85,6.1,5.6,0.5,0.0854700854701
Chris Harper,WR,3000,NE@Den 08:30PM ET,0.0,NE,4.5,,3.47,,9.68,,6.912,6.1405,9.68,3.47,6.21,1.01131829656
Damien Williams,RB,3000,Mia@NYJ 01:00PM ET,2.1,Mia,,1.9,,2.4,,,,2.15,2.4,1.9,0.5,0.232558139535
Jaelen Strong,WR,3000,NO@Hou 01:00PM ET,4.16,Hou,,8.0,4.34,7.0,,,2.894,5.5585,8.0,2.894,5.106,0.918593145633
Adam Thielen,WR,3000,Min@Atl 01:00PM ET,2.2,Min,,,,,,,,,,,,
Mario Alford,WR,3000,StL@Cin 01:00PM ET,0.0,Cin,,,,,,,,,,,,
Taylor Gabriel,WR,3000,Bal@Cle 08:30PM ET,4.93,Cle,,,,,,,3.538,3.538,3.538,3.538,0.0,0.0
Donteea Dye,WR,3000,TB@Ind 01:00PM ET,2.52,TB,,,,,,,2.732,2.732,2.732,2.732,0.0,0.0
Zach Miller,TE,2900,Chi@GB 08:30PM ET,5.52,Chi,10.0,,14.98,1.7,11.69,2.99,6.372,7.95533333333,14.98,1.7,13.28,1.66932037208
Zach Ertz,TE,2900,Phi@Det 12:30PM ET,7.74,Phi,,,,,,,,,,,,
Broncos ,DST,2900,NE@Den 08:30PM ET,12.7,Den,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,0.0,0.0
Owen Daniels,TE,2900,NE@Den 08:30PM ET,8.04,Den,4.5,12.2,4.39,12.1,3.57,6.35,6.185,7.04214285714,12.2,3.57,8.63,1.22547925753
Chiefs ,DST,2800,Buf@KC 01:00PM ET,9.7,KC,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,0.0,0.0
Ravens ,DST,2800,Bal@Cle 08:30PM ET,6.4,Bal,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0
Jared Cook,TE,2700,StL@Cin 01:00PM ET,5.91,StL,6.0,8.4,5.47,8.2,7.48,10.78,6.328,7.52257142857,10.78,5.47,5.31,0.705875650423
Lance Kendricks,TE,2700,StL@Cin 01:00PM ET,4.711,StL,,4.0,4.73,4.0,4.53,3.02,2.512,3.79866666667,4.73,2.512,2.218,0.583889083889
Vance McDonald,TE,2700,Ari@SF 04:05PM ET,3.544,SF,,,3.56,,7.67,1.55,1.784,3.641,7.67,1.55,6.12,1.68085690744
Bills ,DST,2600,Buf@KC 01:00PM ET,7.3,Buf,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,0.0,0.0
Jaguars ,DST,2600,SD@Jax 01:00PM ET,6.3,Jax,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
Brandon Pettigrew,TE,2500,Phi@Det 12:30PM ET,2.98,Det,,,3.89,,2.37,3.55,1.046,2.714,3.89,1.046,2.844,1.04789977892
Ed Dickson,TE,2500,Car@Dal 04:30PM ET,3.2,Car,2.0,,4.07,,3.04,3.98,2.462,3.1104,4.07,2.0,2.07,0.665509259259
Andrew Quarless,TE,2500,Chi@GB 08:30PM ET,1.133,GB,,,,,,,1.416,1.416,1.416,1.416,0.0,0.0
James Hanna,TE,2500,Car@Dal 04:30PM ET,0.538,Dal,,,,,,1.26,,1.26,1.26,1.26,0.0,0.0
Tim Wright,TE,2500,Phi@Det 12:30PM ET,3.467,Det,,,,,,,,,,,,
Justin Perillo,TE,2500,Chi@GB 08:30PM ET,4.3,GB,,,,,2.77,,,2.77,2.77,2.77,0.0,0.0
Gavin Escobar,TE,2500,Car@Dal 04:30PM ET,1.86,Dal,2.0,4.8,4.6,4.4,4.52,,1.847,3.6945,4.8,1.847,2.953,0.799296251184
Trey Burton,TE,2500,Phi@Det 12:30PM ET,0.0,Phi,,,,,2.73,,,2.73,2.73,2.73,0.0,0.0
Scott Simonson,TE,2500,Car@Dal 04:30PM ET,0.0,Car,,,,,,,,,,,,
Kennard Backman,TE,2500,Chi@GB 08:30PM ET,0.0,GB,,1.2,,1.6,,,,1.4,1.6,1.2,0.4,0.285714285714
Geoff Swaim,TE,2500,Car@Dal 04:30PM ET,0.5,Dal,,,,,,,,,,,,
Khari Lee,TE,2500,Chi@GB 08:30PM ET,0.0,Chi,,,,,2.71,,,2.71,2.71,2.71,0.0,0.0
Texans ,DST,2500,NO@Hou 01:00PM ET,7.3,Hou,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,0.0
