,Unnamed: 0,player,espn,dk_name
0,1,Drew Brees,23.962,Drew Brees
1,2,Carson Palmer,21.02,Carson Palmer
2,3,Cam Newton,20.612,Cam Newton
3,4,Brian Hoyer,20.094,Brian Hoyer
4,5,Blake Bortles,21.054,Blake Bortles
5,6,Tom Brady,19.692,Tom Brady
6,7,Aaron Rodgers,20.092,Aaron Rodgers
7,8,Russell Wilson,18.918,Russell Wilson
8,9,Tony Romo*,20.068,Tony Romo
9,10,Josh McCown,19.492,Josh McCown
10,11,Andy Dalton,18.688,Andy Dalton
11,12,Matthew Stafford,19.122,Matthew Stafford
12,13,Philip Rivers,21.486,Philip Rivers
13,14,Matt Ryan,20.916,Matt Ryan
14,15,Eli Manning,17.772,Eli Manning
15,16,Derek Carr,17.69,Derek Carr
16,17,DeAndre Hopkins,25.55,DeAndre Hopkins
17,18,Alex Smith,16.426,Alex Smith
18,19,Ben Roethlisberger,17.45,Ben Roethlisberger
19,20,Matt Hasselbeck,18.366,Matt Hasselbeck
20,21,Kirk Cousins,16.952,Kirk Cousins
21,22,Ryan Tannehill,17.226,Ryan Tannehill
22,23,Ryan Fitzpatrick,18.206,Ryan Fitzpatrick
23,24,DeMarco Murray,19.36,DeMarco Murray
24,25,Jameis Winston,16.65,Jameis Winston
25,26,Jay Cutler,16.754,Jay Cutler
26,27,Julio Jones,26.48,Julio Jones
27,28,Adrian Peterson,17.78,Adrian Peterson
28,29,Darren McFadden,17.59,Darren McFadden
29,30,Tyrod Taylor,15.528,Tyrod Taylor
30,31,Marcus Mariota,16.064,Marcus Mariota
31,32,Mark Sanchez,16.054,Mark Sanchez
32,33,Matt Schaub,15.346,Matt Schaub
33,34,Mark Ingram,18.25,Mark Ingram
34,36,Odell Beckham Jr.,19.27,Odell Beckham Jr.
35,37,Brock Osweiler,15.782,Brock Osweiler
36,38,Antonio Brown,24.9,Antonio Brown
37,39,LeSean McCoy,17.45,LeSean McCoy
38,40,Larry Fitzgerald,18.97,Larry Fitzgerald
39,42,Alshon Jeffery,19.1,Alshon Jeffery
40,43,Blaine Gabbert,14.838,Blaine Gabbert
41,44,Doug Martin,14.53,Doug Martin
42,45,Calvin Johnson,17.98,Calvin Johnson
43,46,Allen Robinson,17.13,Allen Robinson
44,47,Teddy Bridgewater,13.8,Teddy Bridgewater
45,48,Chris Johnson,14.41,Chris Johnson
46,49,Thomas Rawls,14.84,Thomas Rawls
47,50,Frank Gore,14.67,Frank Gore
48,51,T.J. Yeldon,14.45,T.J. Yeldon
49,52,Matt Forte,14.0,Matt Forte
50,53,Tevin Coleman,15.26,Tevin Coleman
51,54,LeGarrette Blount,12.73,LeGarrette Blount
52,55,A.J. Green,16.44,A.J. Green
53,56,Javorius Allen,14.33,Javorius Allen
54,57,DeAngelo Williams,15.5,DeAngelo Williams
55,58,Lamar Miller,14.51,Lamar Miller
56,59,Jonathan Stewart,12.35,Jonathan Stewart
57,60,Spencer Ware,13.89,Spencer Ware
58,61,Todd Gurley,14.15,Todd Gurley
59,63,Chris Ivory,12.28,Chris Ivory
60,64,Mike Evans,16.19,Mike Evans
61,65,Dez Bryant,15.63,Dez Bryant
62,66,Demaryius Thomas,16.36,Demaryius Thomas
63,68,Michael Crabtree,14.76,Michael Crabtree
64,69,Giovani Bernard,14.33,Giovani Bernard
65,70,Rob Gronkowski,15.78,Rob Gronkowski
66,71,Latavius Murray,12.41,Latavius Murray
67,72,Brandon Marshall,15.43,Brandon Marshall
68,73,Eric Decker,14.91,Eric Decker
69,74,Jarvis Landry,16.62,Jarvis Landry
70,77,Alfred Blue,12.65,Alfred Blue
71,78,Brandin Cooks,14.89,Brandin Cooks
72,79,Shaun Draughn,13.15,Shaun Draughn
73,80,Travis Benjamin,13.79,Travis Benjamin
74,81,Randall Cobb,14.28,Randall Cobb
75,83,Greg Olsen,15.13,Greg Olsen
76,84,Eddie Lacy,10.88,Eddie Lacy
77,85,Martavis Bryant,13.16,Martavis Bryant
78,87,Emmanuel Sanders,14.26,Emmanuel Sanders
79,88,Gary Barnidge,14.3,Gary Barnidge
80,89,Nick Foles,9.92,Nick Foles
81,91,Brandon LaFell,13.38,Brandon LaFell
82,95,Jason Witten,13.7,Jason Witten
83,97,Antonio Andrews,11.99,Antonio Andrews
84,102,Amari Cooper,13.98,Amari Cooper
85,105,Michael Floyd,12.08,Michael Floyd
86,107,Sammy Watkins,13.53,Sammy Watkins
87,108,Danny Woodhead,13.43,Danny Woodhead
88,112,DeSean Jackson,11.99,DeSean Jackson
89,113,Ronnie Hillman,10.02,Ronnie Hillman
90,114,Jeremy Maclin,13.59,Jeremy Maclin
91,115,Stevie Johnson,13.99,Stevie Johnson
92,116,Jordan Reed,13.02,Jordan Reed
93,117,Jeremy Hill,10.8,Jeremy Hill
94,119,Kamar Aiken,12.73,Kamar Aiken
95,121,Darren Sproles,11.99,Darren Sproles
96,127,Jordan Matthews,13.49,Jordan Matthews
97,129,Allen Hurns,12.0,Allen Hurns
98,130,John Brown,11.56,John Brown
99,132,Nate Washington,10.72,Nate Washington
100,134,Tyler Eifert,12.78,Tyler Eifert
101,137,Davante Adams,11.8,Davante Adams
102,140,Jimmy Graham,12.07,Jimmy Graham
103,141,Terrance Williams,10.44,Terrance Williams
104,142,Vincent Jackson,12.01,Vincent Jackson
105,144,T.Y. Hilton,12.92,T.Y. Hilton
106,145,Ted Ginn Jr.,11.25,Ted Ginn Jr.
107,146,Travis Kelce,13.08,Travis Kelce
108,147,Marvin Jones,11.34,Marvin Jones
109,148,Golden Tate,13.22,Golden Tate
110,149,Antonio Gates,11.14,Antonio Gates
111,150,Anquan Boldin,12.31,Anquan Boldin
112,156,Willie Snead,11.59,Willie Snead
113,157,Melvin Gordon,9.64,Melvin Gordon
114,158,Zach Miller,11.69,Zach Miller
115,159,Matt Jones,9.54,Matt Jones
116,162,Duke Johnson Jr.,12.27,Duke Johnson Jr.
117,163,Delanie Walker,11.48,Delanie Walker
118,165,Julius Thomas,10.28,Julius Thomas
119,168,Kendall Wright,11.66,Kendall Wright
120,169,Knile Davis,8.94,Knile Davis
121,171,Isaiah Crowell,8.36,Isaiah Crowell
122,173,Rashad Jennings,9.37,Rashad Jennings
123,174,Doug Baldwin,11.08,Doug Baldwin
124,175,James Jones,9.7,James Jones
125,176,Jeremy Langford,8.97,Jeremy Langford
126,177,Charles Sims,10.27,Charles Sims
127,179,Ameer Abdullah,8.84,Ameer Abdullah
128,180,Donte Moncrief,11.64,Donte Moncrief
129,181,Cecil Shorts III,9.83,Cecil Shorts III
130,182,Brian Hartline,10.84,Brian Hartline
131,183,Stefon Diggs,11.34,Stefon Diggs
132,184,James Starks,9.21,James Starks
133,185,Chris Givens,9.73,Chris Givens
134,186,Devin Funchess,10.12,Devin Funchess
135,187,Coby Fleener,11.11,Coby Fleener
136,188,Benjamin Watson,10.64,Benjamin Watson
137,191,Keshawn Martin,10.42,Keshawn Martin
138,193,Pierre Garcon,9.93,Pierre Garcon
139,194,Jamison Crowder,9.89,Jamison Crowder
140,195,Malcom Floyd,9.51,Malcom Floyd
141,196,Theo Riddick,11.68,Theo Riddick
142,199,C.J. Spiller,8.6,C.J. Spiller
143,200,Bilal Powell,10.29,Bilal Powell
144,201,Rueben Randle,9.68,Rueben Randle
145,202,Chris Harper,9.68,Chris Harper
146,203,Marques Colston,9.67,Marques Colston
147,204,Richard Rodgers,9.13,Richard Rodgers
148,206,Heath Miller,10.71,Heath Miller
149,207,Jacob Tamme,11.08,Jacob Tamme
150,209,Shane Vereen,9.68,Shane Vereen
151,210,Rishard Matthews,10.1,Rishard Matthews
152,211,Brent Celek,9.07,Brent Celek
153,213,Robert Woods,9.32,Robert Woods
154,216,Tyler Lockett,8.64,Tyler Lockett
155,218,Jonathan Grimes,9.27,Jonathan Grimes
156,219,Alfred Morris,6.83,Alfred Morris
157,220,Vernon Davis,8.81,Vernon Davis
158,221,Kenny Stills,8.77,Kenny Stills
159,222,Tavon Austin,10.6,Tavon Austin
160,223,Roddy White,8.78,Roddy White
161,224,Mike Wallace,8.06,Mike Wallace
162,225,Dontrelle Inman,8.04,Dontrelle Inman
163,226,Eric Ebron,8.98,Eric Ebron
164,228,Dwayne Harris,8.47,Dwayne Harris
165,229,Jordan Cameron,8.27,Jordan Cameron
166,230,Crockett Gillmore,7.62,Crockett Gillmore
167,232,Vance McDonald,7.67,Vance McDonald
168,234,Lance Moore,6.86,Lance Moore
169,235,Chris Polk,6.9,Chris Polk
170,236,Cole Beasley,7.62,Cole Beasley
171,237,Chris Thompson,8.93,Chris Thompson
172,238,Charles Clay,7.8,Charles Clay
173,239,Jerricho Cotchery,6.78,Jerricho Cotchery
174,240,Torrey Smith,7.24,Torrey Smith
175,241,Dorial Green-Beckham,6.84,Dorial Green-Beckham
176,242,Terron Ward,8.16,Terron Ward
177,243,Marquess Wilson,7.67,Marquess Wilson
178,244,Jermaine Kearse,7.37,Jermaine Kearse
179,245,Ahmad Bradshaw,6.55,Ahmad Bradshaw
180,247,Albert Wilson,7.72,Albert Wilson
181,248,C.J. Anderson,6.09,C.J. Anderson
182,249,Kyle Rudolph,7.44,Kyle Rudolph
183,250,Jeremy Butler,7.17,Jeremy Butler
184,251,Justin Hardy,6.44,Justin Hardy
185,252,Will Tye,7.07,Will Tye
186,254,Nelson Agholor,6.22,Nelson Agholor
187,255,Clive Walford,5.78,Clive Walford
188,256,Jared Cook,7.48,Jared Cook
189,257,Ryan Griffin,6.45,Ryan Griffin
190,258,Kenny Britt,6.26,Kenny Britt
191,259,Scott Chandler,6.19,Scott Chandler
192,261,Dwayne Bowe,6.07,Dwayne Bowe
193,262,Seth Roberts,5.09,Seth Roberts
194,263,Andre Johnson,6.02,Andre Johnson
195,264,Griff Whalen,6.19,Griff Whalen
196,265,Fred Jackson,6.44,Fred Jackson
197,266,Dwayne Allen,5.81,Dwayne Allen
198,267,Karlos Williams,4.68,Karlos Williams
199,268,Jay Ajayi,5.11,Jay Ajayi
200,269,Joique Bell,5.0,Joique Bell
201,270,Robert Turbin,6.13,Robert Turbin
202,271,Garrett Celek,5.58,Garrett Celek
203,272,Mohamed Sanu,5.61,Mohamed Sanu
204,273,David Cobb,5.91,David Cobb
205,274,Andre Ellington,5.23,Andre Ellington
206,275,Mychal Rivera,5.24,Mychal Rivera
207,276,Ladarius Green,6.24,Ladarius Green
208,277,Harry Douglas,6.31,Harry Douglas
209,278,Terrance West,4.97,Terrance West
210,279,Bryan Walters,5.11,Bryan Walters
211,280,Josh Huff,4.73,Josh Huff
212,281,James White,6.88,James White
213,283,Devin Smith,4.92,Devin Smith
214,284,Chris Hogan,5.75,Chris Hogan
215,285,Adam Humphries,5.0,Adam Humphries
216,286,Stevan Ridley,3.22,Stevan Ridley
217,288,Quincy Enunwa,4.88,Quincy Enunwa
218,289,Marc Mariani,4.7,Marc Mariani
219,290,Markus Wheaton,5.66,Markus Wheaton
220,291,Riley Cooper,5.34,Riley Cooper
221,292,Quinton Patton,5.11,Quinton Patton
222,293,Denard Robinson,4.02,Denard Robinson
223,295,Jason Avant,5.22,Jason Avant
224,296,Tre Mason,3.74,Tre Mason
225,297,Jarius Wright,4.8,Jarius Wright
226,298,Orleans Darkwa,2.75,Orleans Darkwa
227,299,Lance Kendricks,4.53,Lance Kendricks
228,300,Darren Fells,4.54,Darren Fells
229,301,Wes Welker,6.45,Wes Welker
230,302,Gavin Escobar,4.52,Gavin Escobar
231,303,David Johnson,5.39,David Johnson
232,304,Mike Tolbert,4.92,Mike Tolbert
233,305,Anthony Fasano,4.45,Anthony Fasano
234,307,Marcedes Lewis,3.79,Marcedes Lewis
235,308,Jermaine Gresham,3.91,Jermaine Gresham
236,309,Jamize Olawale,4.26,Jamize Olawale
237,310,Bruce Ellington,3.87,Bruce Ellington
238,311,Josh Hill,3.86,Josh Hill
239,312,Cameron Brate,3.85,Cameron Brate
240,313,Marcel Reece,4.39,Marcel Reece
241,314,Tim Hightower,3.15,Tim Hightower
242,315,Justin Perillo,2.77,Justin Perillo
243,316,Maxx Williams,4.59,Maxx Williams
244,317,Derek Carrier,3.34,Derek Carrier
245,318,Dion Sims,3.33,Dion Sims
246,319,J.J. Nelson,3.56,J.J. Nelson
247,320,Jerome Cunningham,2.79,Jerome Cunningham
248,321,Marqise Lee,3.13,Marqise Lee
249,322,Kyle Juszczyk,4.85,Kyle Juszczyk
250,323,Michael Hoomanawanui,2.7,Michael Hoomanawanui
251,324,Travaris Cadet,3.92,Travaris Cadet
252,325,Myles White,2.98,Myles White
253,326,Brandon Myers,3.12,Brandon Myers
254,327,Owen Daniels,3.57,Owen Daniels
255,329,Javontee Herndon,2.78,Javontee Herndon
256,330,Brandon Coleman,3.21,Brandon Coleman
257,331,Andre Holmes,2.71,Andre Holmes
258,332,Luke Willson,3.41,Luke Willson
259,333,Chris Conley,3.66,Chris Conley
260,334,Ed Dickson,3.04,Ed Dickson
261,335,Raheem Mostert,2.3,Raheem Mostert
262,336,Andre Williams,2.78,Andre Williams
263,337,Jordan Todman,2.2,Jordan Todman
264,338,Miles Austin,3.43,Miles Austin
265,339,Bishop Sankey,2.86,Bishop Sankey
266,340,Devin Street,2.39,Devin Street
267,341,Darrius Heyward-Bey,2.57,Darrius Heyward-Bey
268,342,Trey Burton,2.73,Trey Burton
269,343,Greg Jennings,2.76,Greg Jennings
270,344,Khari Lee,2.71,Khari Lee
271,345,Cody Latimer,3.11,Cody Latimer
272,346,Rhett Ellison,3.03,Rhett Ellison
273,347,Brian Quick,2.74,Brian Quick
274,348,Nick Williams,1.8,Nick Williams
