,Unnamed: 0,player,nfl,dk_name
0,0,Aaron Rodgers,29.64,Aaron Rodgers
1,1,Tom Brady,24.08,Tom Brady
2,2,Drew Brees,26.9,Drew Brees
3,3,Cam Newton,20.48,Cam Newton
4,4,Mark Sanchez,20.08,Mark Sanchez
5,5,Matt Ryan,22.82,Matt Ryan
6,6,Russell Wilson,19.5,Russell Wilson
7,7,Marcus Mariota,19.08,Marcus Mariota
8,8,Philip Rivers,18.72,Philip Rivers
9,9,A.J. Green,31.6,A.J. Green
10,10,Ryan Tannehill,18.38,Ryan Tannehill
11,11,Ryan Fitzpatrick,18.28,Ryan Fitzpatrick
12,12,Blake Bortles,18.2,Blake Bortles
13,13,Odell Beckham,30.5,Odell Beckham Jr.
14,14,Adrian Peterson,22.7,Adrian Peterson
15,15,Ben Roethlisberger,17.84,Ben Roethlisberger
16,16,Derek Carr,17.82,Derek Carr
17,17,Julio Jones,30.5,Julio Jones
18,18,Josh McCown,17.8,Josh McCown
19,19,Andy Dalton,17.6,Andy Dalton
20,20,Eli Manning,17.54,Eli Manning
21,21,Teddy Bridgewater,17.5,Teddy Bridgewater
22,22,Kirk Cousins,17.4,Kirk Cousins
23,23,Blaine Gabbert,18.28,Blaine Gabbert
24,24,Randall Cobb,25.7,Randall Cobb
25,25,Todd Gurley,17.7,Todd Gurley
26,26,Demaryius Thomas,29.4,Demaryius Thomas
27,27,Amari Cooper,29.2,Amari Cooper
28,28,Nick Foles,17.04,Nick Foles
29,29,Jay Cutler,16.86,Jay Cutler
30,30,Mike Evans,25.0,Mike Evans
31,31,Matt Cassel,16.44,Matt Cassel
32,32,Carson Palmer,16.34,Carson Palmer
33,33,DeAndre Hopkins,24.0,DeAndre Hopkins
34,34,Chris Ivory,16.2,Chris Ivory
35,35,Emmanuel Sanders,23.6,Emmanuel Sanders
36,36,Eddie Lacy,16.9,Eddie Lacy
37,37,Dez Bryant,23.4,Dez Bryant
38,38,Rob Gronkowski,23.0,Rob Gronkowski
39,39,Alshon Jeffery,22.6,Alshon Jeffery
40,40,Jimmy Graham,22.6,Jimmy Graham
41,41,T.J. Yeldon,15.7,T.J. Yeldon
42,42,Giovani Bernard,16.9,Giovani Bernard
43,43,Jeremy Langford,16.6,Jeremy Langford
44,44,Matthew Stafford,14.8,Matthew Stafford
45,45,Matt Forte,16.3,Matt Forte
46,46,LeSean McCoy,14.9,LeSean McCoy
47,47,Antonio Brown,21.1,Antonio Brown
48,48,Tyler Eifert,21.2,Tyler Eifert
49,49,Stefon Diggs,20.8,Stefon Diggs
50,50,Frank Gore,14.7,Frank Gore
51,51,Darren McFadden,14.0,Darren McFadden
52,52,Jonathan Stewart,14.7,Jonathan Stewart
53,53,Danny Woodhead,19.0,Danny Woodhead
54,54,Ronnie Hillman,15.6,Ronnie Hillman
55,55,DeMarco Murray,14.6,DeMarco Murray
56,56,Thomas Rawls,16.7,Thomas Rawls
57,57,Doug Baldwin,19.9,Doug Baldwin
58,58,Mike Wallace,19.8,Mike Wallace
59,59,Brandon Marshall,19.6,Brandon Marshall
60,60,C.J. Spiller,15.2,C.J. Spiller
61,61,Gary Barnidge,19.4,Gary Barnidge
62,62,Brandin Cooks,18.7,Brandin Cooks
63,63,DeSean Jackson,19.2,DeSean Jackson
64,64,James Jones,19.4,James Jones
65,65,Doug Martin,13.6,Doug Martin
66,66,Latavius Murray,13.5,Latavius Murray
67,67,Larry Fitzgerald,19.0,Larry Fitzgerald
68,68,Delanie Walker,19.0,Delanie Walker
69,69,Jameis Winston,14.48,Jameis Winston
70,70,Greg Olsen,18.8,Greg Olsen
71,71,Martavis Bryant,18.1,Martavis Bryant
72,72,Allen Hurns,18.4,Allen Hurns
73,73,Jeremy Maclin,18.2,Jeremy Maclin
74,74,Lamar Miller,13.2,Lamar Miller
75,75,Marvin Jones,18.0,Marvin Jones
76,76,Rueben Randle,17.8,Rueben Randle
77,77,Allen Robinson,17.8,Allen Robinson
78,78,Alex Smith,12.82,Alex Smith
79,79,Travis Benjamin,17.4,Travis Benjamin
80,80,Anquan Boldin,17.6,Anquan Boldin
81,81,Marques Colston,17.6,Marques Colston
82,82,Mark Ingram,12.5,Mark Ingram
83,83,Pierre Garcon,17.4,Pierre Garcon
84,84,Jarvis Landry,17.2,Jarvis Landry
85,85,Austin Seferian-Jenkins,17.4,Austin Seferian-Jenkins
86,86,Jason Witten,17.4,Jason Witten
87,87,Brandon LaFell,16.8,Brandon LaFell
88,88,Javorius Allen,14.7,Javorius Allen
89,89,Michael Crabtree,16.6,Michael Crabtree
90,90,Vincent Jackson,16.6,Vincent Jackson
91,91,Tyrod Taylor,12.24,Tyrod Taylor
92,92,T.J. Yates,12.24,T.J. Yates
93,93,Kamar Aiken,16.4,Kamar Aiken
94,94,Antonio Andrews,12.6,Antonio Andrews
95,95,Richard Rodgers,16.4,Richard Rodgers
96,96,Travis Kelce,16.2,Travis Kelce
97,97,David Cobb,12.1,David Cobb
98,98,Donte Moncrief,15.7,Donte Moncrief
99,99,Alfred Morris,11.5,Alfred Morris
100,100,Sammy Watkins,15.8,Sammy Watkins
101,101,LeGarrette Blount,11.0,LeGarrette Blount
102,102,Charcandrick West,13.1,Charcandrick West
103,103,Eric Ebron,15.4,Eric Ebron
104,104,Rishard Matthews,15.4,Rishard Matthews
105,105,Julius Thomas,15.4,Julius Thomas
106,106,Davante Adams,15.2,Davante Adams
107,107,John Brown,14.4,John Brown
108,108,Ladarius Green,14.4,Ladarius Green
109,109,Antonio Gates,14.0,Antonio Gates
110,110,Charles Clay,13.8,Charles Clay
111,111,T.Y. Hilton,19.3,T.Y. Hilton
112,112,Jeremy Hill,11.2,Jeremy Hill
113,113,Matt Schaub,10.62,Matt Schaub
114,114,Matt Jones,11.4,Matt Jones
115,115,Owen Daniels,12.2,Owen Daniels
116,116,DeAngelo Williams,9.0,DeAngelo Williams
117,117,Calvin Johnson,15.2,Calvin Johnson
118,118,James Starks,9.8,James Starks
119,119,Mohamed Sanu,13.8,Mohamed Sanu
120,120,Coby Fleener,14.0,Coby Fleener
121,121,Darren Sproles,10.9,Darren Sproles
122,122,Matt Hasselbeck,7.84,Matt Hasselbeck
123,123,Duke Johnson,9.3,Duke Johnson Jr.
124,124,Willie Snead,12.4,Willie Snead
125,125,Golden Tate,12.2,Golden Tate
126,126,Jordan Matthews,12.2,Jordan Matthews
127,127,Kyle Rudolph,12.0,Kyle Rudolph
128,128,Andre Ellington,7.4,Andre Ellington
129,129,Isaiah Crowell,6.4,Isaiah Crowell
130,130,Charles Sims,7.3,Charles Sims
131,131,Jamison Crowder,10.6,Jamison Crowder
132,132,Chris Johnson,6.7,Chris Johnson
133,133,David Johnson,7.2,David Johnson
134,134,Alfred Blue,6.2,Alfred Blue
135,135,Tavon Austin,7.9,Tavon Austin
136,136,Benjamin Watson,10.4,Benjamin Watson
137,137,Shane Vereen,7.9,Shane Vereen
138,138,Kendall Wright,9.9,Kendall Wright
139,139,Eric Decker,10.0,Eric Decker
140,140,Heath Miller,10.0,Heath Miller
141,141,Harry Douglas,9.8,Harry Douglas
142,142,Roy Helu,7.1,Roy Helu Jr.
143,143,Marqise Lee,9.5,Marqise Lee
144,144,Bilal Powell,6.5,Bilal Powell
145,145,Cecil Shorts,9.4,Cecil Shorts III
146,146,Ted Ginn,9.2,Ted Ginn Jr.
147,147,Denard Robinson,5.5,Denard Robinson
148,148,Jordan Cameron,9.0,Jordan Cameron
149,149,Darrius Heyward-Bey,8.8,Darrius Heyward-Bey
150,150,Joique Bell,5.3,Joique Bell
151,151,Jeremy Kerley,8.4,Jeremy Kerley
152,152,Robert Woods,8.6,Robert Woods
153,153,Jarius Wright,7.9,Jarius Wright
154,154,Jared Cook,8.4,Jared Cook
155,155,Ameer Abdullah,5.1,Ameer Abdullah
156,156,Jaelen Strong,8.0,Jaelen Strong
157,157,C.J. Anderson,4.8,C.J. Anderson
158,158,Michael Floyd,7.8,Michael Floyd
159,159,Theo Riddick,5.6,Theo Riddick
160,160,Kenny Stills,7.6,Kenny Stills
161,161,Chris Givens,7.4,Chris Givens
162,162,Melvin Gordon,4.2,Melvin Gordon
163,163,Charles Johnson,7.3,Charles Johnson
164,164,James White,5.8,James White
165,165,Terrance Williams,7.4,Terrance Williams
166,166,Kenny Britt,7.1,Kenny Britt
167,167,Cordarrelle Patterson,6.1,Cordarrelle Patterson
168,168,Marlon Brown,7.0,Marlon Brown
169,169,Scott Chandler,7.0,Scott Chandler
170,170,Stevan Ridley,3.9,Stevan Ridley
171,171,Brandon Coleman,6.8,Brandon Coleman
172,172,Vernon Davis,6.8,Vernon Davis
173,173,Greg Jennings,6.8,Greg Jennings
174,174,Tre Mason,4.1,Tre Mason
175,175,Bobby Rainey,5.0,Bobby Rainey
176,176,Josh Huff,6.6,Josh Huff
177,177,Benny Cunningham,5.1,Benny Cunningham
178,178,Clay Harbor,6.4,Clay Harbor
179,179,Marcedes Lewis,6.2,Marcedes Lewis
180,180,Brian Quick,6.2,Brian Quick
181,181,Jordan Reed,6.2,Jordan Reed
182,182,Torrey Smith,6.2,Torrey Smith
183,183,Maxx Williams,6.2,Maxx Williams
184,184,Steve Johnson,6.0,Stevie Johnson
185,185,Mychal Rivera,6.0,Mychal Rivera
186,186,Andre Roberts,5.9,Andre Roberts
187,187,Andre Caldwell,5.8,Andre Caldwell
188,188,Garrett Graham,5.8,Garrett Graham
189,189,Dorial Green-Beckham,5.8,Dorial Green-Beckham
190,190,Rashad Jennings,3.6,Rashad Jennings
191,191,Knile Davis,3.6,Knile Davis
192,192,Ryan Griffin,5.6,Ryan Griffin
193,193,Brian Hartline,5.6,Brian Hartline
194,194,Andre Williams,3.2,Andre Williams
195,195,Devin Funchess,5.4,Devin Funchess
196,196,Toby Gerhart,3.4,Toby Gerhart
197,197,Mike Tolbert,4.2,Mike Tolbert
198,198,Dwayne Allen,5.2,Dwayne Allen
199,199,Matt Asiata,3.3,Matt Asiata
200,200,Jeff Cumberland,5.2,Jeff Cumberland
201,201,Jermaine Kearse,5.1,Jermaine Kearse
202,202,Andre Johnson,5.0,Andre Johnson
203,203,Nate Washington,5.0,Nate Washington
204,204,Fozzy Whittaker,3.3,Fozzy Whittaker
205,205,Nelson Agholor,4.8,Nelson Agholor
206,206,Gavin Escobar,4.8,Gavin Escobar
207,207,Jerick McKinnon,3.3,Jerick McKinnon
208,208,Cole Beasley,4.6,Cole Beasley
209,209,Jerricho Cotchery,4.4,Jerricho Cotchery
210,210,Anthony Fasano,4.4,Anthony Fasano
211,211,Virgil Green,4.4,Virgil Green
212,212,Brandon Bolden,2.6,Brandon Bolden
213,213,Bryan Walters,4.2,Bryan Walters
214,214,Roddy White,4.2,Roddy White
215,215,Tevin Coleman,2.2,Tevin Coleman
216,216,Jermaine Gresham,4.0,Jermaine Gresham
217,217,Lance Kendricks,4.0,Lance Kendricks
218,218,Jordan Norwood,4.0,Jordan Norwood
219,219,Chris Thompson,3.1,Chris Thompson
220,220,Marquess Wilson,4.0,Marquess Wilson
221,221,C.J. Fiedorowicz,3.8,C.J. Fiedorowicz
222,222,Terron Ward,2.6,Terron Ward
223,223,Jay Ajayi,2.7,Jay Ajayi
224,224,Tyler Lockett,3.5,Tyler Lockett
225,225,Rod Streater,3.6,Rod Streater
226,226,Markus Wheaton,3.5,Markus Wheaton
227,227,Kevin White,3.6,NaN
228,228,Dontrelle Inman,3.4,Dontrelle Inman
229,229,Fred Jackson,2.6,Fred Jackson
230,230,Keith Mumphery,3.4,Keith Mumphery
231,231,Levine Toilolo,3.4,Levine Toilolo
232,232,Riley Cooper,3.2,Riley Cooper
233,233,Orleans Darkwa,1.7,Orleans Darkwa
234,234,Chris Gragg,3.2,Chris Gragg
235,235,Andre Holmes,3.2,Andre Holmes
236,236,Devin Smith,3.2,Devin Smith
237,237,Miles Austin,3.0,Miles Austin
238,238,DeVante Parker,3.0,DeVante Parker
239,239,Bishop Sankey,1.8,Bishop Sankey
240,240,Stepfan Taylor,2.1,Stepfan Taylor
241,241,Luke Willson,3.0,Luke Willson
242,242,Bruce Ellington,2.7,Bruce Ellington
243,243,Crockett Gillmore,2.8,Crockett Gillmore
244,244,Dwayne Harris,2.8,Dwayne Harris
245,245,Chris Hogan,2.8,Chris Hogan
246,246,Damien Williams,1.9,Damien Williams
247,247,Nick Boyle,2.6,Nick Boyle
248,248,Derek Carrier,2.6,Derek Carrier
249,249,Brent Celek,2.6,Brent Celek
250,250,Garrett Celek,2.6,Garrett Celek
251,251,Chris Polk,1.7,Chris Polk
252,252,Karlos Williams,1.4,Karlos Williams
253,253,Brandon Myers,2.4,Brandon Myers
254,254,Darren Fells,2.0,Darren Fells
255,255,Jeff Janis,2.0,Jeff Janis
256,256,Marcel Reece,1.6,Marcel Reece
257,257,Albert Wilson,1.8,Albert Wilson
258,258,Sammie Coates,1.6,Sammie Coates
259,259,Justin Hardy,1.6,Justin Hardy
260,260,Cody Latimer,1.6,Cody Latimer
261,261,Lance Moore,1.6,Lance Moore
262,262,J.J. Nelson,1.6,J.J. Nelson
263,263,Dion Sims,1.6,Dion Sims
264,264,Jacob Tamme,1.6,Jacob Tamme
265,265,Dwayne Bowe,1.4,Dwayne Bowe
266,266,Chris Conley,1.4,Chris Conley
267,267,Josh Hill,1.4,Josh Hill
268,268,Tyler Kroft,1.4,Tyler Kroft
269,269,MyCole Pruitt,1.4,MyCole Pruitt
270,270,Clive Walford,1.4,Clive Walford
271,271,Kennard Backman,1.2,Kennard Backman
272,274,Jake Stoneburner,1.2,Jake Stoneburner
