,Unnamed: 0,player,opp,pass_yards,pass_tds,int,rush_yards,rush_tds,rec_yards,rec_tds,fum_td,2-pt,fl,fan_pts,rec,punt_td,kick_td
0,0,Aaron Rodgers QB - GB View Videos,@CAR,310.0,3.0,0.0,17.0,0.0,0.0,0.0,0,0.0,0.0,26.1,0.0,0,0
1,1,Tom Brady QB - NE,WAS,312.0,3.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,24.78,0.0,0,0
2,2,Drew Brees QB - NO View Videos,TEN,314.0,3.0,1.0,3.0,0.0,0.0,0.0,0,0.0,0.0,22.86,0.0,0,0
3,3,Matt Ryan QB - ATL,@SF,304.0,2.0,1.0,7.0,0.0,0.0,0.0,0,0.0,0.0,18.86,0.0,0,0
4,4,Devonta Freeman RB - ATL View Videos,@SF,0.0,0.0,0.0,88.0,1.0,37.0,0.0,0,0.0,0.0,18.5,3.7,0,0
5,5,Andrew Luck QB - IND P,DEN,276.0,2.0,1.0,14.0,0.0,0.0,0.0,0,0.0,0.0,18.44,0.0,0,0
6,6,Marcus Mariota QB - TEN P,@NO,236.0,2.0,1.0,29.0,0.0,0.0,0.0,0,0.0,0.0,18.34,0.0,0,0
7,7,Philip Rivers QB - SD,CHI,298.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,18.12,0.0,0,0
8,8,Eddie Lacy RB - GB View Videos,@CAR,0.0,0.0,0.0,93.0,1.0,27.0,0.0,0,0.0,0.0,18.0,2.7,0,0
9,9,Antonio Brown WR - PIT,OAK,0.0,0.0,0.0,2.0,0.0,117.0,1.0,0,0.0,0.0,17.9,11.7,0,0
10,10,Odell Beckham WR - NYG View Videos,@TB,0.0,0.0,0.0,5.0,0.0,113.0,1.0,0,0.0,0.0,17.8,11.3,0,0
11,11,Ben Roethlisberger QB - PIT View Videos,OAK,287.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,17.68,0.0,0,0
12,12,Cam Newton QB - CAR,GB,202.0,2.0,1.0,33.0,0.0,0.0,0.0,0,0.0,0.0,17.38,0.0,0,0
13,13,Nick Foles QB - STL,@MIN,276.0,2.0,1.0,3.0,0.0,0.0,0.0,0,0.0,0.0,17.34,0.0,0,0
14,14,Blake Bortles QB - JAC,@NYJ,225.0,2.0,1.0,22.0,0.0,0.0,0.0,0,0.0,0.0,17.2,0.0,0,0
15,15,Ryan Tannehill QB - MIA,@BUF,233.0,2.0,1.0,18.0,0.0,0.0,0.0,0,0.0,0.0,17.12,0.0,0,0
16,16,Dez Bryant WR - DAL P View Videos,PHI,0.0,0.0,0.0,0.0,0.0,111.0,1.0,0,0.0,0.0,17.1,11.1,0,0
17,17,A.J. Green WR - CIN View Videos,CLE,0.0,0.0,0.0,2.0,0.0,109.0,1.0,0,0.0,0.0,17.1,10.9,0,0
18,18,Derek Carr QB - OAK,@PIT,259.0,2.0,1.0,5.0,0.0,0.0,0.0,0,0.0,0.0,16.86,0.0,0,0
19,19,Julio Jones WR - ATL,@SF,0.0,0.0,0.0,1.0,0.0,107.0,1.0,0,0.0,0.0,16.8,10.7,0,0
20,20,Adrian Peterson RB - MIN View Videos,STL,0.0,0.0,0.0,109.0,1.0,18.0,0.0,0,0.0,1.0,16.7,1.8,0,0
21,21,Blaine Gabbert QB - SF,ATL,282.0,2.0,2.0,12.0,0.0,0.0,0.0,0,0.0,0.0,16.48,0.0,0,0
22,22,Eli Manning QB - NYG,@TB,256.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,16.34,0.0,0,0
23,23,Andy Dalton QB - CIN,CLE,233.0,2.0,1.0,10.0,0.0,0.0,0.0,0,0.0,0.0,16.32,0.0,0,0
24,24,Teddy Bridgewater QB - MIN View Videos,STL,215.0,2.0,1.0,17.0,0.0,0.0,0.0,0,0.0,0.0,16.3,0.0,0,0
