Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Matt Cassel,QB,5000,Dal@Mia 01:00PM ET,9.992,Dal,,16.32,,15.32,,,,15.82,16.32,15.32,1.0,0.063211125158
Charlie Whitehurst,QB,5000,Ind@Atl 01:00PM ET,0.0,Ind,,,,,,,,,,,,
Tarvaris Jackson,QB,5000,SF@Sea 04:25PM ET,0.0,Sea,,,,,,,,,,,,
Derek Anderson,QB,5000,Was@Car 01:00PM ET,0.0,Car,,,,,,,,,,,,
Ryan Fitzpatrick,QB,5000,NYJ@Hou 01:00PM ET,16.747,NYJ,16.2,18.72,16.46,19.72,18.384,12.138,17.6132,17.0336,19.72,12.138,7.582,0.445120232951
Dan Orlovsky,QB,5000,Oak@Det 01:00PM ET,3.68,Det,,,,,,,,,,,,
Kellen Clemens,QB,5000,KC@SD 04:05PM ET,6.52,SD,,,,,,,,,,,,
Shaun Hill,QB,5000,GB@Min 04:25PM ET,0.5,Min,,,,,,,,,,,,
Matt Moore,QB,5000,Dal@Mia 01:00PM ET,0.36,Mia,,,,,,,,,,,,
Drew Stanton,QB,5000,Cin@Ari 08:30PM ET,-0.1,Ari,,,,,,,,,,,,
Alex Smith,QB,5000,KC@SD 04:05PM ET,17.602,KC,16.1,17.04,17.98,18.04,16.86,20.566,17.3258,17.7016857143,20.566,16.1,4.466,0.252292356337
James Jones,WR,5000,GB@Min 04:25PM ET,12.367,GB,7.0,18.6,10.63,17.3,9.16,11.49,7.647,11.6895714286,18.6,7.0,11.6,0.992337492515
Matt Schaub,QB,5000,StL@Bal 01:00PM ET,0.0,Bal,,,,,,,,,,,,
Chad Henne,QB,5000,Ten@Jax 08:25PM ET,0.0,Jax,,,,,,,,,,,,
Josh Johnson,QB,5000,Buf@NE 08:30PM ET,0.0,Buf,,,,,,,,,,,,
Darren McFadden,RB,5000,Dal@Mia 01:00PM ET,12.289,Dal,20.5,14.0,10.39,13.4,20.75,21.87,16.921,16.833,21.87,10.39,11.48,0.681993702846
Joe Webb,QB,5000,Was@Car 01:00PM ET,-0.011,Car,,,,,,,,,,,,
Mark Sanchez,QB,5000,TB@Phi 01:00PM ET,5.64,Phi,18.0,20.4,16.8,21.4,16.384,22.978,16.4848,18.9209714286,22.978,16.384,6.594,0.348502191068
Chase Daniel,QB,5000,KC@SD 04:05PM ET,0.16,KC,,,,,,,,,,,,
Colt McCoy,QB,5000,Was@Car 01:00PM ET,0.0,Was,,,,,,,,,,,,
Colin Kaepernick,QB,5000,SF@Sea 04:25PM ET,13.578,SF,,,,,,,,,,,,
T.J. Yates,QB,5000,NYJ@Hou 01:00PM ET,6.56,Hou,16.8,12.08,13.63,13.08,16.4,13.3,15.5016,14.3988,16.8,12.08,4.72,0.327805094869
Scott Tolzien,QB,5000,GB@Min 04:25PM ET,0.0,GB,,,,,,,,,,,,
Jeremy Maclin,WR,5000,KC@SD 04:05PM ET,15.138,KC,11.5,18.4,14.97,17.2,13.21,16.4,15.887,15.3667142857,18.4,11.5,6.9,0.449022469717
Thaddeus Lewis,QB,5000,TB@Phi 01:00PM ET,0.0,Phi,,,,,,,,,,,,
Case Keenum,QB,5000,StL@Bal 01:00PM ET,0.0,StL,12.3,16.46,11.85,18.46,11.072,16.784,15.2326,14.5940857143,18.46,11.072,7.388,0.506232465989
Jimmy Clausen,QB,5000,Den@Chi 01:00PM ET,3.58,Chi,,,,,,,,,,,,
Brandon Weeden,QB,5000,Dal@Mia 01:00PM ET,9.63,Dal,,,,,,,,,,,,
Nick Foles,QB,5000,StL@Bal 01:00PM ET,10.791,StL,,,,,,,,,,,,
LeGarrette Blount,RB,5000,Buf@NE 08:30PM ET,13.138,NE,6.5,11.2,11.86,12.0,15.12,12.87,16.0992,12.2356,16.0992,6.5,9.5992,0.78453038674
Robert Griffin III,QB,5000,Was@Car 01:00PM ET,0.0,Was,,,,,,,,,,,,
EJ Manuel,QB,5000,Buf@NE 08:30PM ET,10.56,Buf,,,,,,,,,,,,
Blaine Gabbert,QB,5000,SF@Sea 04:25PM ET,16.6,SF,12.1,17.34,10.6,19.34,12.632,15.498,13.1394,14.3784857143,19.34,10.6,8.74,0.607852605182
Sean Renfree,QB,5000,Ind@Atl 01:00PM ET,-0.4,Atl,,,,,,,,,,,,
Mike Glennon,QB,5000,TB@Phi 01:00PM ET,0.0,TB,,,,,,,,,,,,
Ryan Griffin,QB,5000,TB@Phi 01:00PM ET,0.0,TB,4.0,5.6,3.81,5.8,7.62,5.68,,5.41833333333,7.62,3.81,3.81,0.703168255921
Matt McGloin,QB,5000,Oak@Det 01:00PM ET,11.68,Oak,,,,,,,,,,,,
Matt Barkley,QB,5000,Cin@Ari 08:30PM ET,0.0,Ari,,,,,,,,,,,,
Zach Mettenberger,QB,5000,Ten@Jax 08:25PM ET,4.185,Ten,,,,,,,,,,,,
Aaron Murray,QB,5000,KC@SD 04:05PM ET,0.0,KC,,,,,,,,,,,,
Brock Osweiler,QB,5000,Den@Chi 01:00PM ET,5.32,Den,13.5,18.3,15.97,19.3,13.758,17.154,15.889,16.2672857143,19.3,13.5,5.8,0.356543808345
Bryce Petty,QB,5000,NYJ@Hou 01:00PM ET,0.0,NYJ,,,,,,,,,,,,
AJ McCarron,QB,5000,Cin@Ari 08:30PM ET,-0.2,Cin,,,,,,,,,,,,
Geno Smith,QB,5000,NYJ@Hou 01:00PM ET,21.0,NYJ,,,,,,,,,,,,
Trevor Siemian,QB,5000,Den@Chi 01:00PM ET,0.0,Den,,,,,,,,,,,,
Jimmy Garoppolo,QB,5000,Buf@NE 08:30PM ET,-0.125,NE,,,,,,,,,,,,
Sean Mannion,QB,5000,StL@Bal 01:00PM ET,0.0,StL,,,,,,,,,,,,
Brett Hundley,QB,5000,GB@Min 04:25PM ET,0.0,GB,,,,,,,,,,,,
Teddy Bridgewater,QB,5000,GB@Min 04:25PM ET,13.444,Min,13.9,16.98,14.35,17.98,13.92,14.964,17.5228,15.6595428571,17.98,13.9,4.08,0.260544004204
Taylor Heinicke,QB,5000,GB@Min 04:25PM ET,0.0,Min,,,,,,,,,,,,
Jeremy Hill,RB,5000,Cin@Ari 08:30PM ET,9.322,Cin,5.5,11.3,9.73,10.7,8.57,9.01,11.103,9.41614285714,11.3,5.5,5.8,0.615963466994
Jameis Winston,QB,5000,TB@Phi 01:00PM ET,17.129,TB,15.2,14.64,15.49,16.64,13.48,18.268,16.5144,15.7474857143,18.268,13.48,4.788,0.304048537454
Stefon Diggs,WR,5000,GB@Min 04:25PM ET,16.767,Min,18.0,20.0,11.68,19.0,10.67,11.26,12.9864,14.7994857143,20.0,10.67,9.33,0.630427312146
Jimmy Graham,TE,4900,SF@Sea 04:25PM ET,11.678,Sea,16.5,22.2,13.81,21.1,12.51,12.04,11.762,15.7031428571,22.2,11.762,10.438,0.664707701825
Jordan Reed,TE,4900,Was@Car 01:00PM ET,16.529,Was,16.5,16.6,10.52,16.3,12.76,9.83,12.193,13.529,16.6,9.83,6.77,0.500406534112
Delanie Walker,TE,4800,Ten@Jax 08:25PM ET,14.475,Ten,18.5,19.0,8.48,17.5,11.51,11.93,9.601,13.7887142857,19.0,8.48,10.52,0.762942779292
Antonio Gates,TE,4800,KC@SD 04:05PM ET,17.8,SD,18.0,13.8,12.69,13.9,12.46,13.36,12.773,13.8547142857,18.0,12.46,5.54,0.399863893672
Kamar Aiken,WR,4800,StL@Bal 01:00PM ET,9.289,Bal,20.0,16.6,13.86,17.3,11.94,15.57,13.993,15.609,20.0,11.94,8.06,0.516368761612
Eddie Lacy,RB,4800,GB@Min 04:25PM ET,7.625,GB,4.0,16.8,8.21,16.8,7.66,7.32,8.139,9.847,16.8,4.0,12.8,1.29988829085
Sammy Watkins,WR,4800,Buf@NE 08:30PM ET,12.65,Buf,19.0,16.2,12.01,15.2,14.86,11.8,14.165,14.7478571429,19.0,11.8,7.2,0.488206519107
T.J. Yeldon,RB,4800,Ten@Jax 08:25PM ET,13.45,Jax,14.5,16.3,14.9,16.8,14.81,13.9,13.503,14.959,16.8,13.503,3.297,0.220402433318
Frank Gore,RB,4700,Ind@Atl 01:00PM ET,12.822,Ind,10.5,14.8,14.42,15.5,15.18,14.29,14.785,14.2107142857,15.5,10.5,5.0,0.351847197788
Vincent Jackson,WR,4700,TB@Phi 01:00PM ET,11.65,TB,5.0,17.0,7.84,15.5,,,,11.335,17.0,5.0,12.0,1.05866784296
Chris Johnson,RB,4700,Cin@Ari 08:30PM ET,12.444,Ari,8.0,6.7,11.54,7.5,11.59,14.87,14.597,10.6852857143,14.87,6.7,8.17,0.764602858403
Travis Kelce,TE,4700,KC@SD 04:05PM ET,13.822,KC,18.5,16.4,13.47,15.2,12.82,12.33,10.168,14.1268571429,18.5,10.168,8.332,0.589798559987
Rishard Matthews,WR,4700,Dal@Mia 01:00PM ET,15.233,Mia,18.5,15.2,11.41,14.6,10.08,11.91,10.998,13.2425714286,18.5,10.08,8.42,0.635828173208
Donte Moncrief,WR,4700,Ind@Atl 01:00PM ET,12.767,Ind,17.5,15.7,10.42,15.0,10.5,11.32,10.418,12.9797142857,17.5,10.418,7.082,0.545620638799
Golden Tate,WR,4600,Oak@Det 01:00PM ET,10.489,Det,16.0,12.1,12.46,11.2,13.95,13.27,11.2258,12.8865428571,16.0,11.2,4.8,0.372481592093
Tavon Austin,WR,4600,StL@Bal 01:00PM ET,13.778,StL,18.0,8.0,6.76,9.2,11.49,8.41,9.967,10.261,18.0,6.76,11.24,1.09540980411
Davante Adams,WR,4600,GB@Min 04:25PM ET,9.367,GB,18.0,14.8,9.29,14.4,13.73,12.54,12.806,13.6522857143,18.0,9.29,8.71,0.637988405918
Kendall Wright,WR,4500,Ten@Jax 08:25PM ET,12.2,Ten,,,,,,,,,,,,
Giovani Bernard,RB,4500,Cin@Ari 08:30PM ET,12.833,Cin,16.0,16.9,12.16,17.0,12.84,12.74,11.146,14.1122857143,17.0,11.146,5.854,0.414815864596
Charcandrick West,RB,4500,KC@SD 04:05PM ET,9.867,KC,22.5,13.5,14.46,15.1,20.71,21.14,16.175,17.655,22.5,13.5,9.0,0.509770603229
Nate Washington,WR,4400,NYJ@Hou 01:00PM ET,13.757,Hou,11.5,4.8,9.93,4.4,11.01,11.68,9.349,8.95271428571,11.68,4.4,7.28,0.813161212083
Jonathan Stewart,RB,4400,Was@Car 01:00PM ET,11.5,Car,15.0,9.0,12.95,9.6,18.22,17.87,12.646,13.6122857143,18.22,9.0,9.22,0.67732930336
Brandon LaFell,WR,4300,Buf@NE 08:30PM ET,10.0,NE,21.5,16.6,13.2,16.4,13.84,14.38,13.992,15.7017142857,21.5,13.2,8.3,0.528604701943
Pierre Garcon,WR,4300,Was@Car 01:00PM ET,11.556,Was,8.5,17.2,10.58,16.6,11.06,8.03,8.767,11.5338571429,17.2,8.03,9.17,0.795050596381
Marvin Jones,WR,4300,Cin@Ari 08:30PM ET,10.978,Cin,18.5,18.0,9.27,17.0,12.56,9.39,7.7772,13.2138857143,18.5,7.7772,10.7228,0.811479698845
Martellus Bennett,TE,4200,Den@Chi 01:00PM ET,11.767,Chi,16.5,19.2,10.1,18.6,11.93,10.15,11.932,14.0588571429,19.2,10.1,9.1,0.64727878714
Karlos Williams,RB,4200,Buf@NE 08:30PM ET,16.2,Buf,6.0,9.4,9.61,10.2,4.87,4.12,9.7438,7.70625714286,10.2,4.12,6.08,0.788969260601
Terrance Williams,WR,4100,Dal@Mia 01:00PM ET,8.256,Dal,8.0,7.2,9.21,6.6,8.75,9.64,8.717,8.30242857143,9.64,6.6,3.04,0.366157922811
Seahawks ,DST,4000,SF@Sea 04:25PM ET,11.111,Sea,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,0.0,0.0
Anquan Boldin,WR,4000,SF@Sea 04:25PM ET,12.314,SF,7.0,16.6,11.63,16.3,12.42,15.54,8.248,12.534,16.6,7.0,9.6,0.765916706558
Danny Amendola,WR,4000,Buf@NE 08:30PM ET,10.711,NE,19.0,7.2,12.75,7.6,16.41,14.89,14.042,13.1274285714,19.0,7.2,11.8,0.898881295434
Charles Clay,TE,4000,Buf@NE 08:30PM ET,10.644,Buf,8.5,14.2,9.74,15.1,9.94,10.93,10.559,11.2812857143,15.1,8.5,6.6,0.585039699122
Breshad Perriman,WR,4000,StL@Bal 01:00PM ET,0.0,Bal,,,,,,,,,,,,
Matt Jones,RB,4000,Was@Car 01:00PM ET,11.65,Was,10.5,11.4,9.39,13.5,9.81,6.21,5.478,9.46971428571,13.5,5.478,8.022,0.847121650978
Broncos ,DST,3900,Den@Chi 01:00PM ET,13.333,Den,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,0.0,0.0
Malcom Floyd,WR,3900,KC@SD 04:05PM ET,8.878,SD,,,,,,,,,,,,
Stevie Johnson,WR,3900,KC@SD 04:05PM ET,11.157,SD,13.5,5.8,10.02,5.9,15.6,14.54,15.294,11.522,15.6,5.8,9.8,0.850546780073
Alfred Morris,RB,3900,Was@Car 01:00PM ET,6.3,Was,3.0,5.5,7.63,6.0,6.33,3.75,4.748,5.27971428571,7.63,3.0,4.63,0.876941392933
Ronnie Hillman,RB,3900,Den@Chi 01:00PM ET,9.967,Den,15.5,15.9,12.16,15.4,9.56,13.37,9.452,13.0488571429,15.9,9.452,6.448,0.49414289155
Melvin Gordon,RB,3900,KC@SD 04:05PM ET,7.9,SD,4.0,4.1,9.83,4.7,9.88,15.26,9.323,8.15614285714,15.26,4.0,11.26,1.38055453383
Shaun Draughn,RB,3800,SF@Sea 04:25PM ET,2.783,SF,9.0,,11.52,,9.19,5.6,7.635,8.589,11.52,5.6,5.92,0.689253696589
Michael Floyd,WR,3800,Cin@Ari 08:30PM ET,11.8,Ari,4.5,7.8,11.35,7.9,,,4.384,7.1868,11.35,4.384,6.966,0.969277007848
Alfred Blue,RB,3800,NYJ@Hou 01:00PM ET,5.989,Hou,6.0,5.5,6.97,5.7,7.72,9.82,4.832,6.64885714286,9.82,4.832,4.988,0.750204116712
Carlos Hyde,RB,3800,SF@Sea 04:25PM ET,12.043,SF,,,,,,,,,,,,
Jamison Crowder,WR,3800,Was@Car 01:00PM ET,10.044,Was,6.0,10.4,6.96,10.4,11.45,9.7,10.491,9.343,11.45,6.0,5.45,0.583324414
Thomas Rawls,RB,3800,SF@Sea 04:25PM ET,6.144,Sea,1.5,3.9,6.85,3.8,3.43,2.95,2.27,3.52857142857,6.85,1.5,5.35,1.51619433198
Andre Johnson,WR,3700,Ind@Atl 01:00PM ET,7.867,Ind,4.5,5.2,10.13,4.6,7.2,10.96,6.548,7.01971428571,10.96,4.5,6.46,0.920265375066
Andre Ellington,RB,3700,Cin@Ari 08:30PM ET,9.833,Ari,5.5,13.2,8.76,13.6,7.77,7.56,5.551,8.84871428571,13.6,5.5,8.1,0.915387223325
Antonio Andrews,RB,3700,Ten@Jax 08:25PM ET,8.686,Ten,6.0,12.5,8.99,13.1,8.33,6.6,11.661,9.59728571429,13.1,6.0,7.1,0.739792500856
C.J. Anderson,RB,3700,Den@Chi 01:00PM ET,7.478,Den,6.5,5.1,9.19,5.1,7.61,10.08,6.266,7.12085714286,10.08,5.1,4.98,0.699354010352
Rams ,DST,3600,StL@Bal 01:00PM ET,10.0,StL,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0.0,0.0
Jacob Tamme,TE,3600,Ind@Atl 01:00PM ET,11.25,Atl,8.0,1.6,6.91,1.8,10.91,11.4,10.203,7.26042857143,11.4,1.6,9.8,1.34978257875
Torrey Smith,WR,3600,SF@Sea 04:25PM ET,8.178,SF,7.0,5.6,7.72,4.8,7.2,10.87,5.328,6.93114285714,10.87,4.8,6.07,0.875757450843
Devin Funchess,WR,3600,Was@Car 01:00PM ET,4.244,Car,8.0,11.6,6.57,10.8,6.79,6.67,7.212,8.23457142857,11.6,6.57,5.03,0.610839318552
