,Unnamed: 0,player,nfl,dk_name
0,0,Drew Brees,27.18,Drew Brees
1,1,Aaron Rodgers,25.2,Aaron Rodgers
2,2,Eddie Lacy,27.1,Eddie Lacy
3,3,Russell Wilson,21.32,Russell Wilson
4,4,Tom Brady,20.26,Tom Brady
5,5,Le'Veon Bell,24.3,Le'Veon Bell
6,6,Matt Ryan,23.46,Matt Ryan
7,7,Matt Forte,23.9,Matt Forte
8,8,Carson Palmer,22.34,Carson Palmer
9,9,Philip Rivers,18.8,Philip Rivers
10,10,Devonta Freeman,21.1,Devonta Freeman
11,11,Matthew Stafford,18.42,Matthew Stafford
12,12,Julio Jones,31.5,Julio Jones
13,13,Nick Foles,18.14,Nick Foles
14,14,Brandon Weeden,18.04,Brandon Weeden
15,15,Joe Flacco,17.98,Joe Flacco
16,16,Jay Cutler,17.74,Jay Cutler
17,17,Alex Smith,17.56,Alex Smith
18,18,Sam Bradford,17.42,Sam Bradford
19,19,Jamaal Charles,18.8,Jamaal Charles
20,20,Peyton Manning,17.18,Peyton Manning
21,21,Demaryius Thomas,29.2,Demaryius Thomas
22,22,Eli Manning,17.06,Eli Manning
23,23,Blake Bortles,17.02,Blake Bortles
24,24,Randall Cobb,25.1,Randall Cobb
25,25,Antonio Brown,25.4,Antonio Brown
26,26,Amari Cooper,25.6,Amari Cooper
27,27,Jeremy Hill,17.3,Jeremy Hill
28,28,Emmanuel Sanders,25.3,Emmanuel Sanders
29,29,Marcus Mariota,17.62,Marcus Mariota
30,30,Mike Evans,24.8,Mike Evans
31,31,Rob Gronkowski,23.0,Rob Gronkowski
32,32,Mark Ingram,15.6,Mark Ingram
33,33,Jameis Winston,15.4,Jameis Winston
34,34,T.J. Yeldon,15.9,T.J. Yeldon
35,35,Calvin Johnson,22.6,Calvin Johnson
36,36,Arian Foster,16.0,NaN
37,37,Keenan Allen,22.2,Keenan Allen
38,38,DeAndre Hopkins,22.2,NaN
39,39,Jordan Matthews,21.8,Jordan Matthews
40,40,C.J. Anderson,15.3,C.J. Anderson
41,41,Marques Colston,21.2,Marques Colston
42,42,Ronnie Hillman,15.9,Ronnie Hillman
43,43,Doug Martin,14.5,Doug Martin
44,44,Terrance Williams,21.0,Terrance Williams
45,45,Jimmy Graham,20.6,Jimmy Graham
46,46,Pierre Garcon,20.4,Pierre Garcon
47,47,Tyler Eifert,20.2,Tyler Eifert
48,48,Andre Ellington,15.3,Andre Ellington
49,49,Brandin Cooks,19.1,Brandin Cooks
50,50,Julian Edelman,19.4,Julian Edelman
51,51,Frank Gore,14.0,NaN
52,52,Alshon Jeffery,19.4,Alshon Jeffery
53,53,Mike Vick,13.78,Mike Vick
54,54,Odell Beckham,19.1,Odell Beckham Jr.
55,55,Justin Forsett,14.0,Justin Forsett
56,56,A.J. Green,19.3,A.J. Green
57,57,Joseph Randle,13.8,Joseph Randle
58,58,Martellus Bennett,19.2,Martellus Bennett
59,59,Zach Ertz,19.2,Zach Ertz
60,60,Todd Gurley,13.7,Todd Gurley
61,61,Jeremy Maclin,19.2,Jeremy Maclin
62,62,Sammy Watkins,19.0,Sammy Watkins
63,63,Melvin Gordon,13.2,Melvin Gordon
64,64,Delanie Walker,18.6,Delanie Walker
65,65,Josh McCown,13.24,Josh McCown
66,66,Allen Robinson,18.2,Allen Robinson
67,67,Golden Tate,18.0,Golden Tate
68,68,Percy Harvin,17.1,Percy Harvin
69,69,Dion Lewis,14.1,Dion Lewis
70,70,Latavius Murray,12.8,Latavius Murray
71,71,Rashad Jennings,13.3,Rashad Jennings
72,72,Andy Dalton,12.82,Andy Dalton
73,73,Anquan Boldin,17.6,Anquan Boldin
74,74,Larry Fitzgerald,17.6,Larry Fitzgerald
75,75,Allen Hurns,17.4,Allen Hurns
76,76,Carlos Hyde,12.4,Carlos Hyde
77,77,James Jones,17.4,James Jones
78,78,Matt Hasselbeck,12.66,NaN
79,79,Isaiah Crowell,12.4,Isaiah Crowell
80,80,Larry Donnell,17.2,Larry Donnell
81,81,Tyrod Taylor,12.54,Tyrod Taylor
82,82,Travis Kelce,17.0,Travis Kelce
83,83,Bishop Sankey,12.3,Bishop Sankey
84,84,Vincent Jackson,16.6,Vincent Jackson
85,85,Michael Crabtree,16.2,Michael Crabtree
86,86,Richard Rodgers,16.2,Richard Rodgers
87,87,LeGarrette Blount,11.2,LeGarrette Blount
88,88,Donte Moncrief,15.7,NaN
89,89,Alfred Morris,11.4,Alfred Morris
90,90,Rueben Randle,15.8,Rueben Randle
91,91,Steve Smith,15.8,Steve Smith Sr.
92,92,Colin Kaepernick,12.74,Colin Kaepernick
93,93,DeMarco Murray,11.5,DeMarco Murray
94,94,Cole Beasley,15.2,Cole Beasley
95,95,Malcom Floyd,15.2,Malcom Floyd
96,96,Michael Floyd,15.2,Michael Floyd
97,97,Davante Adams,15.0,Davante Adams
98,98,John Brown,14.6,John Brown
99,99,Ladarius Green,14.4,Ladarius Green
100,100,De'Anthony Thomas,12.4,De'Anthony Thomas
101,101,Martavis Bryant,14.0,Martavis Bryant
102,102,Charles Clay,14.2,Charles Clay
103,103,Ryan Mallett,10.86,NaN
104,104,Gary Barnidge,13.4,Gary Barnidge
105,105,T.Y. Hilton,19.1,NaN
106,106,Eddie Royal,13.4,Eddie Royal
107,107,Derek Carr,10.42,Derek Carr
108,108,Matt Jones,11.3,Matt Jones
109,109,Kirk Cousins,10.36,Kirk Cousins
110,110,Heath Miller,12.6,Heath Miller
111,111,Owen Daniels,12.2,Owen Daniels
112,112,Antonio Gates,12.2,Antonio Gates
